geoid,state,district,owner,owner_moe,state_owner,state_owner_moe,country_owner,country_owner_moe,ratio_state_owner,ratio_state_owner_moe,ratio_country_owner,ratio_country_owner_moe,renter,renter_moe,state_renter,state_renter_moe,country_renter,country_renter_moe,ratio_state_renter,ratio_state_renter_moe,ratio_country_renter,ratio_country_renter_moe
50000US1207,Florida,7,57.85,1.2,64.13,0.29,63.12,0.17,0.9020739123655076,0.04558338760592883,0.9165082382762991,0.042959956758173205,42.15,1.68,35.87,0.25,36.88,0.07,1.175076665737385,0.11005659592486958,1.1428958785249457,0.09544517636004511
50000US0648,California,48,58.05,1.19,53.64,0.2,63.12,0.17,1.082214765100671,0.05244080931747203,0.9196768060836502,0.042660165500135475,41.95,1.51,46.36,0.17,36.88,0.07,0.9048748921484039,0.0717795989960454,1.137472885032538,0.08620546793522234
50000US3203,Nevada,3,58.26,1.31,54.85,0.64,63.12,0.17,1.0621695533272562,0.07256369932125886,0.9230038022813688,0.04648039566221327,41.74,1.51,45.15,0.72,36.88,0.07,0.9244739756367664,0.0963975489548819,1.1317787418655096,0.0861838523464126
50000US0632,California,32,58.63,1.4,53.64,0.2,63.12,0.17,1.0930275913497391,0.06035152948189801,0.9288656527249683,0.04936370284371235,41.37,1.19,46.36,0.17,36.88,0.07,0.8923641069887834,0.057882654861829676,1.1217462039045552,0.06879212604388037
50000US4816,Texas,16,58.7,1.84,61.09,0.26,63.12,0.17,0.9608773940088394,0.0684192495526097,0.9299746514575413,0.06331147606407511,41.3,1.91,38.91,0.23,36.88,0.07,1.0614237985093806,0.11072746046198012,1.1198481561822125,0.10783061465838362
50000US4821,Texas,21,58.82,1.03,61.09,0.26,63.12,0.17,0.9628417089540022,0.04191723805477635,0.9318757921419519,0.037656131344915446,41.18,1.44,38.91,0.23,36.88,0.07,1.0583397584168595,0.08653184099293021,1.1165943600867678,0.08233010165576145
50000US4005,Oklahoma,5,58.87,0.99,64.9,0.42,63.12,0.17,0.9070878274268104,0.04225067201135391,0.9326679340937896,0.036392961983561935,41.13,1.2,35.1,0.51,36.88,0.07,1.1717948717948719,0.10244985609497512,1.115238611713666,0.0693097238167395
50000US2505,Massachusetts,5,58.89,1.25,61.99,0.37,63.12,0.17,0.9499919341829327,0.05167136866294878,0.9329847908745248,0.04463300482379295,41.11,1.18,38.01,0.43,36.88,0.07,1.081557484872402,0.08657091718035864,1.1146963123644251,0.068223062583379
50000US1301,Georgia,1,59.02,1.52,61.54,0.49,63.12,0.17,0.959051023724407,0.06467537107550005,0.935044359949303,0.05319929404479876,40.98,1.6,38.46,0.42,36.88,0.07,1.065522620904836,0.10648797237475821,1.1111713665943599,0.09098633622754304
50000US0614,California,14,59.16,1.56,53.64,0.2,63.12,0.17,1.1029082774049217,0.06639099216129406,0.9372623574144486,0.05447867783621694,40.84,1.54,46.36,0.17,36.88,0.07,0.8809318377911994,0.07289823702144689,1.1073752711496747,0.08771811801743878
50000US1709,Illinois,9,59.26,1.4,65.26,0.34,63.12,0.17,0.9080600674226171,0.05236858121815969,0.9388466413181242,0.04941746648024256,40.74,1.51,34.74,0.35,36.88,0.07,1.1727115716753023,0.11057248129700296,1.1046637744034706,0.08608092097112811
50000US5104,Virginia,4,59.31,1.31,65.29,0.44,63.12,0.17,0.9084086383826007,0.05237486453366796,0.9396387832699621,0.04657000172309695,40.69,1.06,34.71,0.39,36.88,0.07,1.1722846441947565,0.08743201243201242,1.1033080260303687,0.06167221577063066
50000US2103,Kentucky,3,59.34,1.3,66.84,0.54,63.12,0.17,0.8877917414721723,0.05324726780910323,0.9401140684410647,0.04625570281710663,40.66,1.3,33.16,0.52,36.88,0.07,1.2261761158021713,0.11689313492617952,1.1024945770065073,0.07468435909962985
50000US0619,California,19,59.38,1.24,53.64,0.2,63.12,0.17,1.1070096942580165,0.05449001699424331,0.940747782002535,0.04435796190638024,40.62,1.6,46.36,0.17,36.88,0.07,0.8761863675582399,0.0754519068237152,1.1014099783080258,0.09094928093244063
50000US3620,New York,20,59.46,0.96,53.28,0.24,63.12,0.17,1.115990990990991,0.04609094413895258,0.9420152091254753,0.03549273481839274,40.54,1.27,46.72,0.25,36.88,0.07,0.867722602739726,0.06365467585292117,1.0992407809110627,0.0730451034258135
50000US3626,New York,26,59.5,1.1,53.28,0.24,63.12,0.17,1.1167417417417418,0.051353069685963385,0.9426489226869456,0.03993217549083477,40.5,1.42,46.72,0.25,36.88,0.07,0.8668664383561644,0.07006692961671848,1.0981561822125814,0.08117550571471317
50000US3611,New York,11,59.6,1.25,53.28,0.24,63.12,0.17,1.1186186186186187,0.057000723711354145,0.9442332065906212,0.04469359558877144,40.4,1.68,46.72,0.25,36.88,0.07,0.8647260273972602,0.08117447785557301,1.0954446854663773,0.09526504645329727
50000US0622,California,22,59.73,1.66,53.64,0.2,63.12,0.17,1.1135346756152125,0.07019884821738395,0.9462927756653993,0.05769591191799514,40.27,1.72,46.36,0.17,36.88,0.07,0.8686367558239863,0.0805734841470678,1.0919197396963123,0.09742087058621991
50000US0608,California,8,59.74,1.7,53.64,0.2,63.12,0.17,1.1137211036539896,0.07169168349778897,0.9464512040557669,0.05896420162568486,40.26,1.83,46.36,0.17,36.88,0.07,0.8684210526315789,0.08531743622234794,1.091648590021692,0.10338515560466853
50000US1701,Illinois,1,59.79,1.12,65.26,0.34,63.12,0.17,0.9161814281336192,0.04387191364982042,0.9472433460076046,0.04059064198977663,40.21,1.43,34.74,0.35,36.88,0.07,1.1574553828439837,0.10565893327430953,1.09029284164859,0.08168795691880809
50000US0623,California,23,59.98,1.4,53.64,0.2,63.12,0.17,1.1181953765846382,0.06053921132475019,0.9502534854245881,0.04947891063627708,40.02,1.8,46.36,0.17,36.88,0.07,0.8632441760138051,0.08398523241470733,1.0851409978308026,0.10173354816581802
50000US0618,California,18,60.08,0.99,53.64,0.2,63.12,0.17,1.1200596569724086,0.045265801977026635,0.9518377693282636,0.036496222301342175,39.92,1.2,46.36,0.17,36.88,0.07,0.8610871440897325,0.05808468157783888,1.0824295010845986,0.06918517685264527
50000US0605,California,5,60.09,1.43,53.64,0.2,63.12,0.17,1.1202460850111857,0.06167308770275199,0.9519961977186313,0.05043887517536872,39.91,1.55,46.36,0.17,36.88,0.07,0.8608714408973253,0.07318252611283708,1.0821583514099782,0.08816469314135161
50000US5302,Washington,2,60.2,1.23,62.47,0.41,63.12,0.17,0.9636625580278534,0.05203046751932587,0.9537389100126743,0.0441110808938167,39.8,1.38,37.53,0.43,36.88,0.07,1.0604849453770315,0.09785502685476836,1.079175704989154,0.07893424854030442
50000US1313,Georgia,13,60.22,1.32,61.54,0.49,63.12,0.17,0.978550536236594,0.05848566312857785,0.9540557667934094,0.04696451938835456,39.78,1.75,38.46,0.42,36.88,0.07,1.034321372854914,0.11360767093767445,1.0786334056399132,0.09899733812111272
50000US3204,Nevada,4,60.28,1.38,54.85,0.64,63.12,0.17,1.0989972652689153,0.07597600475700231,0.9550063371356148,0.04887079420964129,39.72,1.5,45.15,0.72,36.88,0.07,0.879734219269103,0.0945271896165469,1.0770065075921909,0.08543362966541053
50000US0638,California,38,60.4,1.0,53.64,0.2,63.12,0.17,1.1260253542132737,0.045683150786094966,0.9569074778200254,0.03684038989429372,39.6,1.39,46.36,0.17,36.88,0.07,0.8541846419327006,0.06623089010821456,1.0737527114967462,0.07945596356817493
50000US2508,Massachusetts,8,60.41,1.24,61.99,0.37,63.12,0.17,0.9745120180674302,0.05164144119048674,0.9570659062103929,0.044445861185151855,39.59,1.45,38.01,0.43,36.88,0.07,1.0415680084188372,0.09987462058050008,1.0734815618221258,0.08270874207198652
50000US3901,Ohio,1,60.53,1.1,65.36,0.33,63.12,0.17,0.9261015911872705,0.04301252625139441,0.9589670468948036,0.04002007476960638,39.47,1.47,34.64,0.3,36.88,0.07,1.1394341801385681,0.10461698380350173,1.070227765726681,0.08378099291280719
50000US3202,Nevada,2,60.54,1.35,54.85,0.64,63.12,0.17,1.1037374658158614,0.07499259751853064,0.9591254752851711,0.04794240513962294,39.46,1.35,45.15,0.72,36.88,0.07,0.8739756367663345,0.08769727205161167,1.0699566160520606,0.07727234796392549
50000US3406,New Jersey,6,60.63,1.55,63.23,0.39,63.12,0.17,0.9588802783488851,0.06085834274998895,0.9605513307984792,0.05428726724229568,39.37,1.64,36.77,0.41,36.88,0.07,1.0707098177862386,0.11309488937059387,1.0675162689804771,0.09298982192504462
50000US2402,Maryland,2,60.69,1.19,65.89,0.37,63.12,0.17,0.9210805888602216,0.046466780695576346,0.9615019011406845,0.042885460738928724,39.31,1.66,34.11,0.53,36.88,0.07,1.1524479624743478,0.13317770667957807,1.0658893709327548,0.09406824864838237
50000US2802,Mississippi,2,60.85,1.28,67.27,0.66,63.12,0.17,0.9045636985283187,0.055810695384319715,0.9640367553865653,0.045750846708251074,39.15,1.18,32.73,0.75,36.88,0.07,1.1961503208065996,0.12699077156197536,1.0615509761388284,0.0680213170878214
50000US1226,Florida,26,60.88,1.64,64.13,0.29,63.12,0.17,0.9493216903165447,0.05973311888849725,0.964512040557668,0.05716033373112233,39.12,1.63,35.87,0.25,36.88,0.07,1.0906049623640925,0.10609108822485161,1.0607375271149673,0.0924217877782961
50000US1502,Hawaii,2,60.89,1.22,57.17,0.89,63.12,0.17,1.0650690921812138,0.07585926232231392,0.9646704689480355,0.04385310579752469,39.11,1.6,42.83,0.84,36.88,0.07,0.9131449918281579,0.11057448606871136,1.0604663774403469,0.09079385455576106
50000US0503,Arkansas,3,60.97,1.22,64.55,0.66,63.12,0.17,0.9445391169635942,0.057121256441828056,0.9659378960709759,0.043859932925972976,39.03,1.42,35.45,0.75,36.88,0.07,1.10098730606488,0.12675577563010493,1.0582971800433838,0.081024196593045
50000US5102,Virginia,2,60.98,1.25,65.29,0.44,63.12,0.17,0.9339868279981619,0.050881594185507605,0.9660963244613434,0.04481136355450427,39.02,1.6,34.71,0.39,36.88,0.07,1.1241717084413714,0.11746956746956747,1.0580260303687636,0.09078459073198544
50000US2106,Kentucky,6,61.0,1.3,66.84,0.54,63.12,0.17,0.9126271693596648,0.053648584579389674,0.9664131812420786,0.04639736573240845,39.0,1.17,33.16,0.52,36.88,0.07,1.1761158021712907,0.10748000209585024,1.0574837310195226,0.06746357607860132
50000US1702,Illinois,2,61.03,1.63,65.26,0.34,63.12,0.17,0.935182347532945,0.05970011872022602,0.9668884664131813,0.056856275517804436,38.97,1.68,34.74,0.35,36.88,0.07,1.121761658031088,0.11933373501993089,1.0566702819956615,0.09511785458664045
50000US1308,Georgia,8,61.04,1.15,61.54,0.49,63.12,0.17,0.991875203119922,0.053172654430110496,0.9670468948035488,0.04164789310925627,38.96,1.49,38.46,0.42,36.88,0.07,1.0130005200208008,0.09961979592631537,1.056399132321041,0.08481310051726691
50000US0626,California,26,61.1,1.71,53.64,0.2,63.12,0.17,1.139075316927666,0.07225361683764714,0.9679974651457541,0.05939712188846405,38.9,1.53,46.36,0.17,36.88,0.07,0.8390854184641933,0.0721599228967039,1.0547722342733188,0.08697612984645947
50000US3910,Ohio,10,61.15,1.15,65.36,0.33,63.12,0.17,0.9355875152998776,0.04463834355220012,0.9687896070975919,0.04165728041087265,38.85,1.29,34.64,0.3,36.88,0.07,1.1215357967667436,0.09391355311159925,1.0534164859002169,0.07395575200743752
50000US4819,Texas,19,61.16,1.56,61.09,0.26,63.12,0.17,1.0011458503846782,0.05959505300287077,0.9689480354879594,0.05464935604742395,38.84,1.63,38.91,0.23,36.88,0.07,0.9982009766126961,0.09558731443723616,1.0531453362255965,0.09239296699321645
50000US4001,Oklahoma,1,61.19,0.82,64.9,0.42,63.12,0.17,0.942835130970724,0.03747431997313473,0.9694233206590621,0.031204344362868904,38.81,0.89,35.1,0.51,36.88,0.07,1.1056980056980057,0.08286113926211806,1.0523318872017353,0.05225958263532994
50000US0903,Connecticut,3,61.31,1.34,64.77,0.63,63.12,0.17,0.946580206885904,0.05979708950890113,0.9713244613434728,0.04769125717177922,38.69,1.49,35.23,0.65,36.88,0.07,1.0982117513482827,0.1251540221791938,1.0490780911062905,0.0847853090459401
50000US2404,Maryland,4,61.46,1.01,65.89,0.37,63.12,0.17,0.9327667324328426,0.04113420620362969,0.9737008871989861,0.03724770842539185,38.54,1.27,34.11,0.53,36.88,0.07,1.1298739372618,0.10960331193509829,1.0450108459869847,0.07283924067524451
50000US0611,California,11,61.48,1.32,53.64,0.2,63.12,0.17,1.146159582401193,0.057764856616633,0.9740177439797212,0.047072046661414964,38.52,1.33,46.36,0.17,36.88,0.07,0.830888697152718,0.06347156436749375,1.0444685466377441,0.07609098986530327
50000US4802,Texas,2,61.48,0.66,61.09,0.26,63.12,0.17,1.0063840235717791,0.03017438340393371,0.9740177439797212,0.026159347436959187,38.52,1.42,38.91,0.23,36.88,0.07,0.9899768696993062,0.08469556689084182,1.0444685466377441,0.0809717015916499
50000US3713,North Carolina,13,61.58,0.69,64.22,0.28,63.12,0.17,0.9588913111180317,0.029850756401956294,0.9756020278833967,0.0271184585849948,38.42,1.44,35.78,0.37,36.88,0.07,1.0737842370039128,0.1027108251375021,1.04175704989154,0.08204601105997626
50000US0402,Arizona,2,61.62,1.22,63.24,0.4,63.12,0.17,0.9743833017077799,0.05091137649277183,0.9762357414448669,0.043915403344615245,38.38,1.4,36.76,0.5,36.88,0.07,1.044069640914037,0.10459142964318949,1.0406724511930585,0.07987268859325526
50000US4104,Oregon,4,61.94,1.13,61.69,0.6,63.12,0.17,1.0040525206678554,0.056171029634198504,0.9813054499366286,0.04109098014598258,38.06,1.38,38.31,0.64,36.88,0.07,0.993474288697468,0.10526683825792053,1.0319956616052062,0.07875514794730941
50000US4101,Oregon,1,61.95,1.24,61.69,0.6,63.12,0.17,1.0042146214945697,0.059740738703618894,0.9814638783269963,0.04457728340778124,38.05,1.37,38.31,0.64,36.88,0.07,0.9932132602453666,0.10473591179123616,1.0317245119305856,0.07821181733062917
50000US2612,Michigan,12,61.97,1.05,70.32,0.28,63.12,0.17,0.8812571103526735,0.0368820406954828,0.9817807351077313,0.03855866768588332,38.03,1.17,29.68,0.36,36.88,0.07,1.28133423180593,0.10994072478169171,1.0311822125813448,0.06736373264457537
50000US4812,Texas,12,62.12,1.18,61.09,0.26,63.12,0.17,1.0168603699459813,0.047287931240764636,0.9841571609632446,0.042690636580783314,37.88,1.6,38.91,0.23,36.88,0.07,0.9735286558725265,0.09375355035010746,1.027114967462039,0.09066724896416113
50000US0602,California,2,62.2,1.15,53.64,0.2,63.12,0.17,1.1595824011931395,0.051526312160226344,0.9854245880861852,0.04174688647175633,37.8,1.33,46.36,0.17,36.88,0.07,0.815358067299396,0.06335766261696622,1.0249457700650757,0.07601687927509843
50000US0502,Arkansas,2,62.23,1.05,64.55,0.66,63.12,0.17,0.9640588690937257,0.05225267733087384,0.9858998732572877,0.03858085585334023,37.77,1.25,35.45,0.75,36.88,0.07,1.065444287729196,0.11565589822790452,1.0241323210412148,0.07167538091042065
50000US3625,New York,25,62.23,0.92,53.28,0.24,63.12,0.17,1.1679804804804803,0.04505779545346941,0.9858998732572877,0.03446168782428076,37.77,1.19,46.72,0.25,36.88,0.07,0.8084332191780823,0.05959538385535063,1.0241323210412148,0.06842157309285622
50000US4213,Pennsylvania,13,62.29,1.19,68.5,0.31,63.12,0.17,0.9093430656934306,0.04297595609555773,0.986850443599493,0.04302200330789434,37.71,1.63,31.5,0.29,36.88,0.07,1.197142857142857,0.12554533470662518,1.0225054229934925,0.09227665453914498
50000US4831,Texas,31,62.5,1.41,61.09,0.26,63.12,0.17,1.0230807006056637,0.054870890202511,0.9901774397972117,0.05001082426155633,37.5,1.53,38.91,0.23,36.88,0.07,0.963762528912876,0.09003991716422208,1.0168112798264641,0.08683202592106119
50000US3913,Ohio,13,62.56,0.98,65.36,0.33,63.12,0.17,0.9571603427172583,0.039654098778069045,0.9911280101394171,0.036391004204080445,37.44,1.17,34.64,0.3,36.88,0.07,1.0808314087759814,0.08627953269753723,1.0151843817787418,0.06730300313315753
50000US1311,Georgia,11,62.61,1.11,61.54,0.49,63.12,0.17,1.017387065323367,0.05227889651555621,0.9919201520912548,0.04051443918842009,37.39,1.59,38.46,0.42,36.88,0.07,0.9721788871554862,0.10392893770040632,1.01382863340564,0.09007451128734432
50000US0615,California,15,62.62,1.06,53.64,0.2,63.12,0.17,1.1674123788217747,0.0482289507166944,0.9920785804816223,0.03893099718368402,37.38,1.37,46.36,0.17,36.88,0.07,0.8062985332182917,0.06501686867244484,1.0135574837310195,0.07814285330918856
50000US1213,Florida,13,62.64,1.06,64.13,0.29,63.12,0.17,0.9767659441758928,0.04189270521849486,0.9923954372623575,0.038932703965796095,37.36,1.3,35.87,0.25,36.88,0.07,1.0415388904376917,0.08700644119079022,1.0130151843817787,0.07434468556119105
50000US1306,Georgia,6,62.72,1.41,61.54,0.49,63.12,0.17,1.019174520636984,0.06205773724716172,0.9936628643852978,0.050029598864789096,37.28,1.66,38.46,0.42,36.88,0.07,0.96931877275091,0.10750704261920524,1.0108459869848156,0.09385929795655486
50000US3102,Nebraska,2,62.8,1.0,65.32,0.6,63.12,0.17,0.9614206981016534,0.0482849196538937,0.9949302915082383,0.037045203747742124,37.2,1.17,34.68,0.71,36.88,0.07,1.0726643598615917,0.11144184782161146,1.0086767895878526,0.06727829960308924
50000US2502,Massachusetts,2,62.89,1.26,61.99,0.37,63.12,0.17,1.014518470721084,0.05276431995726252,0.9963561470215463,0.04529122032536538,37.11,1.48,38.01,0.43,36.88,0.07,0.9763220205209155,0.09997693439566178,1.0062364425162689,0.08408037617006321
50000US0901,Connecticut,1,62.89,0.99,64.77,0.63,63.12,0.17,0.9709742164582369,0.0494631868933497,0.9963561470215463,0.036736025188088016,37.11,1.31,35.23,0.65,36.88,0.07,1.0533636105591826,0.1132765022925206,1.0062364425162689,0.07486125402029732
50000US0645,California,45,62.9,1.42,53.64,0.2,63.12,0.17,1.1726323639075316,0.06169088272192612,0.9965145754119138,0.05036181898295615,37.1,1.36,46.36,0.17,36.88,0.07,0.8002588438308887,0.0645411613614181,1.0059652928416485,0.07757173122118151
50000US1222,Florida,22,63.03,1.17,64.13,0.29,63.12,0.17,0.9828473413379074,0.04537830916938419,0.9985741444866921,0.04245143608772409,36.97,1.64,35.87,0.25,36.88,0.07,1.0306662949540006,0.10581314515281585,1.0024403470715835,0.09274278662436186
50000US0650,California,50,63.03,1.53,53.64,0.2,63.12,0.17,1.175055928411633,0.06581042966073797,0.9985741444866921,0.05385836293742724,36.97,1.47,46.36,0.17,36.88,0.07,0.7974547023295945,0.06926612981161032,1.0024403470715835,0.08352366447459597
50000US0403,Arizona,3,63.05,1.55,63.24,0.4,63.12,0.17,0.9969955724225174,0.06163428835256881,0.9988910012674271,0.05449378787785615,36.95,1.55,36.76,0.5,36.88,0.07,1.0051686615886835,0.11169554647815519,1.0018980477223427,0.08786001627050953
50000US4805,Texas,5,63.05,1.5,61.09,0.26,63.12,0.17,1.0320838107709935,0.05789405213749863,0.9988910012674271,0.052909492482064044,36.95,1.56,38.91,0.23,36.88,0.07,0.9496273451554872,0.09141487693792971,1.0018980477223427,0.08840231757343694
50000US5502,Wisconsin,2,63.06,1.04,66.66,0.39,63.12,0.17,0.9459945994599461,0.042273811054971716,0.9990494296577948,0.03833482823183272,36.94,1.22,33.34,0.44,36.88,0.07,1.107978404319136,0.10244798724448019,1.0016268980477223,0.06996304396015231
50000US1312,Georgia,12,63.15,1.5,61.54,0.49,63.12,0.17,1.026161845953851,0.06509412699965658,1.0004752851711027,0.05291802639262439,36.85,1.79,38.46,0.42,36.88,0.07,0.9581383255330214,0.11402389946904494,0.9991865509761388,0.1008649544032388
50000US3800,North Dakota,0,63.21,0.94,63.21,0.94,63.12,0.17,1.0,0.05949741658813397,1.001425855513308,0.03517903830608903,36.79,1.24,36.79,1.24,36.88,0.07,1.0,0.13497257513407324,0.9975596529284164,0.07103220685971445
50000US2204,Louisiana,4,63.26,1.45,64.26,0.63,63.12,0.17,0.9844382197323372,0.06443806655284112,1.0022179974651457,0.05134311829844867,36.74,1.58,35.74,0.64,36.88,0.07,1.0279798545047565,0.12527280102871088,0.9962039045553145,0.089465304590482
50000US2503,Massachusetts,3,63.47,1.34,61.99,0.37,63.12,0.17,1.023874818519116,0.05545716790550788,1.0055449936628644,0.04787558963988278,36.53,1.5,38.01,0.43,36.88,0.07,0.9610628781899501,0.10068413191642776,0.9905097613882863,0.08510527857825302
50000US1209,Florida,9,63.51,1.63,64.13,0.29,63.12,0.17,0.9903321378450024,0.059792157357068554,1.0061787072243347,0.057067916499701124,36.49,1.98,35.87,0.25,36.88,0.07,1.017284638974073,0.12458487305711888,0.9894251626898047,0.11113162386375708
50000US2205,Louisiana,5,63.58,0.99,64.26,0.63,63.12,0.17,0.9894179894179893,0.05021750441340942,1.0072877059569074,0.03679490917095443,36.42,1.57,35.74,0.64,36.88,0.07,1.0190263010632346,0.12439225710253748,0.987527114967462,0.08889006524746357
50000US5305,Washington,5,63.63,1.27,62.47,0.41,63.12,0.17,1.0185689130782776,0.05403188574793006,1.0080798479087454,0.04567123034267039,36.37,1.43,37.53,0.43,36.88,0.07,0.9690913935518252,0.09842535340079923,0.98617136659436,0.08129270043771566
50000US3703,North Carolina,3,63.7,1.26,64.22,0.28,63.12,0.17,0.9919028340080972,0.047890439923086815,1.0091888466413181,0.04536034500090422,36.3,1.57,35.78,0.37,36.88,0.07,1.014533258803801,0.10875267514353691,0.9842733188720172,0.08887771348242943
50000US2907,Missouri,7,63.75,0.99,66.08,0.49,63.12,0.17,0.9647397094430993,0.044273695257269256,1.0099809885931559,0.03680941681890704,36.25,1.08,33.92,0.43,36.88,0.07,1.068691037735849,0.09078918602220218,0.9829175704989154,0.062299803070222357
50000US4814,Texas,14,63.82,1.03,61.09,0.26,63.12,0.17,1.0446881650024553,0.042613930280669156,1.0110899873257289,0.03808282687293296,36.18,1.56,38.91,0.23,36.88,0.07,0.9298380878951427,0.09118091712247658,0.9810195227765726,0.08832306041446789
50000US2403,Maryland,3,63.83,0.72,65.89,0.37,63.12,0.17,0.9687357717407801,0.03273535415853556,1.0112484157160964,0.02826104881007795,36.17,1.54,34.11,0.53,36.88,0.07,1.06039284667253,0.12327855852832229,0.9807483731019523,0.08723742849486023
50000US1203,Florida,3,63.89,1.2,64.13,0.29,63.12,0.17,0.9962576017464526,0.04643521447206965,1.0121989860583016,0.043475404956018364,36.11,1.78,35.87,0.25,36.88,0.07,1.0066908279899638,0.11328527467553101,0.9791214750542299,0.10024648388260086
50000US3708,North Carolina,8,63.9,1.34,64.22,0.28,63.12,0.17,0.9950171286203675,0.05040908021813086,1.0123574144486691,0.04791228545529229,36.1,1.38,35.78,0.37,36.88,0.07,1.0089435438792622,0.09801546241752901,0.9788503253796095,0.07855340245175182
50000US0607,California,7,63.91,1.24,53.64,0.2,63.12,0.17,1.1914615958240118,0.055119793844702863,1.0125158428390368,0.04474454805476411,36.09,1.47,46.36,0.17,36.88,0.07,0.7784728213977568,0.06912691656096555,0.9785791757049892,0.08343308486434563
50000US4105,Oregon,5,63.92,1.14,61.69,0.6,63.12,0.17,1.0361484843572704,0.05711965489360999,1.0126742712294043,0.041576810654235935,36.08,1.3,38.31,0.64,36.88,0.07,0.9417906551814147,0.09936189999430907,0.9783080260303687,0.0742129334008269
50000US4402,Rhode Island,2,64.06,1.3,58.03,0.85,63.12,0.17,1.1039117697742546,0.07716027381115319,1.01489226869455,0.04665850339555517,35.94,1.81,41.97,1.35,36.88,0.07,0.856325947105075,0.14148734777159022,0.9745119305856832,0.10185588945758473
50000US4827,Texas,27,64.11,1.29,61.09,0.26,63.12,0.17,1.0494352594532657,0.05116652404572926,1.0156844106463878,0.04634591127167693,35.89,1.54,38.91,0.23,36.88,0.07,0.9223849910048831,0.09006475310171795,0.9731561822125813,0.08720860770978058
50000US2704,Minnesota,4,64.19,1.04,71.3,0.36,63.12,0.17,0.9002805049088359,0.038264677646005746,1.0169518377693283,0.03843126142116468,35.81,1.16,28.7,0.38,36.88,0.07,1.2477351916376307,0.1138972753907009,0.9709869848156182,0.06659292368851641
50000US0904,Connecticut,4,64.35,1.47,64.77,0.63,63.12,0.17,0.9935155164427976,0.06472481355292178,1.019486692015209,0.05206985608187334,35.65,1.69,35.23,0.65,36.88,0.07,1.0119216576781154,0.1333266276058038,0.9666485900216919,0.09531842372362338
50000US0805,Colorado,5,64.42,1.23,64.76,0.55,63.12,0.17,0.9947498455836936,0.054886985984755506,1.020595690747782,0.04447121191946348,35.58,1.47,35.24,0.52,36.88,0.07,1.0096481271282631,0.11324923452819102,0.9647505422993491,0.08338058986295054
50000US1223,Florida,23,64.43,1.54,64.13,0.29,63.12,0.17,1.0046779978169345,0.05711504973237192,1.0207541191381497,0.054294696764430564,35.57,1.29,35.87,0.25,36.88,0.07,0.9916364650125454,0.08575321018030237,0.9644793926247288,0.0736181370965044
50000US1713,Illinois,13,64.46,0.61,65.26,0.34,63.12,0.17,0.9877413423230155,0.028987365312654976,1.0212294043092522,0.024829362575865526,35.54,1.42,34.74,0.35,36.88,0.07,1.023028209556707,0.1023742296529731,0.9636659436008675,0.08066496609330213
50000US0200,Alaska,0,64.48,1.09,64.48,1.09,63.12,0.17,1.0,0.06763719407634672,1.0215462610899875,0.0400403051575818,35.52,1.4,35.52,1.4,36.88,0.07,1.0,0.15790295928334003,0.9631236442516269,0.07957830485994163
50000US1215,Florida,15,64.6,1.69,64.13,0.29,63.12,0.17,1.0073288632465305,0.06181711847143472,1.023447401774398,0.05906209059975947,35.4,1.53,35.87,0.25,36.88,0.07,0.9868971285196544,0.0990694503256038,0.9598698481561821,0.08661587003296377
50000US4813,Texas,13,64.61,1.45,61.09,0.26,63.12,0.17,1.057619905058111,0.056474461339677505,1.0236058301647655,0.0514583260910134,35.39,1.59,38.91,0.23,36.88,0.07,0.9095348239527115,0.09248295435630272,0.9595986984815618,0.08986864853677536
50000US3101,Nebraska,1,64.64,1.04,65.32,0.6,63.12,0.17,0.9895897121861605,0.0500273020749577,1.0240811153358682,0.038469664018686255,35.36,1.16,34.68,0.71,36.88,0.07,1.0196078431372548,0.10869155279956728,0.9587852494577006,0.0665466045696384
50000US0601,California,1,64.68,1.4,53.64,0.2,63.12,0.17,1.2058165548098436,0.0611926221850504,1.0247148288973384,0.04988000443261354,35.32,1.56,46.36,0.17,36.88,0.07,0.7618636755823986,0.07288781463904567,0.9577006507592191,0.08823453943172323
50000US0905,Connecticut,5,64.86,1.32,64.77,0.63,63.12,0.17,1.001389532190829,0.06024579260390832,1.0275665399239544,0.04736049283835481,35.14,1.41,35.23,0.65,36.88,0.07,0.9974453590689754,0.1168913085389058,0.952819956616052,0.08008149224026093
50000US4216,Pennsylvania,16,64.89,1.2,68.5,0.31,63.12,0.17,0.9472992700729927,0.04361148512200335,1.0280418250950571,0.043560744061621866,35.11,1.31,31.5,0.29,36.88,0.07,1.1146031746031746,0.10370624509469636,0.9520065075921909,0.07465539126972835
50000US5111,Virginia,11,64.89,1.22,65.29,0.44,63.12,0.17,0.9938734875172307,0.05076978424270404,1.0280418250950571,0.04419446221993871,35.11,1.61,34.71,0.39,36.88,0.07,1.0115240564678767,0.11551411551411551,0.9520065075921909,0.09092443035755052
50000US0406,Arizona,6,64.91,0.98,63.24,0.4,63.12,0.17,1.0264073371283997,0.04397908189005549,1.0283586818757922,0.03659155110224868,35.09,1.34,36.76,0.5,36.88,0.07,0.9545701849836781,0.09889126038194364,0.9514642082429501,0.07628023655100488
50000US4102,Oregon,2,64.92,1.09,61.69,0.6,63.12,0.17,1.052358567028692,0.05581384323811228,1.0285171102661597,0.04007785436404734,35.08,1.37,38.31,0.64,36.88,0.07,0.9156878099712867,0.10214493610991744,0.9511930585683296,0.07790611114603424
