geoid,state,district,moved_since_previous_year,moved_since_previous_year_moe,state_moved_since_previous_year,state_moved_since_previous_year_moe,country_moved_since_previous_year,country_moved_since_previous_year_moe,ratio_state_moved_since_previous_year,ratio_state_moved_since_previous_year_moe,ratio_country_moved_since_previous_year,ratio_country_moved_since_previous_year_moe,same_house_year_ago,same_house_year_ago_moe,state_same_house_year_ago,state_same_house_year_ago_moe,country_same_house_year_ago,country_same_house_year_ago_moe,ratio_state_same_house_year_ago,ratio_state_same_house_year_ago_moe,ratio_country_same_house_year_ago,ratio_country_same_house_year_ago_moe,moved_same_county,moved_same_county_moe,state_moved_same_county,state_moved_same_county_moe,country_moved_same_county,country_moved_same_county_moe,ratio_state_moved_same_county,ratio_state_moved_same_county_moe,ratio_country_moved_same_county,ratio_country_moved_same_county_moe,moved_different_county,moved_different_county_moe,state_moved_different_county,state_moved_different_county_moe,country_moved_different_county,country_moved_different_county_moe,ratio_state_moved_different_county,ratio_state_moved_different_county_moe,ratio_country_moved_different_county,ratio_country_moved_different_county_moe,moved_different_state,moved_different_state_moe,state_moved_different_state,state_moved_different_state_moe,country_moved_different_state,country_moved_different_state_moe,ratio_state_moved_different_state,ratio_state_moved_different_state_moe,ratio_country_moved_different_state,ratio_country_moved_different_state_moe,moved_from_abroad,moved_from_abroad_moe,state_moved_from_abroad,state_moved_from_abroad_moe,country_moved_from_abroad,country_moved_from_abroad_moe,ratio_state_moved_from_abroad,ratio_state_moved_from_abroad_moe,ratio_country_moved_from_abroad,ratio_country_moved_from_abroad_moe
50000US3800,North Dakota,0,16.8,1.07,16.8,1.07,14.62,0.06,1.0,0.2557995496897669,1.1491108071135432,0.15580927927658172,83.2,1.03,83.2,1.03,85.38,0.06,1.0,0.049526821231948764,0.97446708831108,0.025497038248602753,8.96,0.81,8.96,0.81,8.32,0.05,1.0,0.36458672159044525,1.076923076923077,0.20766282528579208,3.23,0.39,3.23,0.39,3.25,0.03,1.0,0.4901175005836122,0.9938461538461538,0.2583699439478867,3.97,0.52,3.97,0.52,2.36,0.02,1.0,0.5330751105516284,1.6822033898305087,0.46922358687064575,0.63,0.24,0.63,0.24,0.69,0.01,1.0,1.782493368700265,0.9130434782608696,0.7222689075630252
50000US0606,California,6,16.79,1.16,13.38,0.16,14.62,0.06,1.2548579970104632,0.20343376603642033,1.1484268125854993,0.16811577387190468,83.21,1.0,86.62,0.16,85.38,0.06,0.9606326483491109,0.026638308938554005,0.9745842117591942,0.024794461827778568,10.38,0.94,8.39,0.13,8.32,0.05,1.237187127532777,0.2624788277688731,1.247596153846154,0.24096538712133359,3.94,0.47,2.8,0.07,3.25,0.03,1.4071428571428573,0.40632538193513806,1.2123076923076923,0.31163838812301164,1.82,0.47,1.33,0.05,2.36,0.02,1.368421052631579,0.8108016304347825,0.7711864406779662,0.41140558787617615,0.64,0.18,0.87,0.04,0.69,0.01,0.735632183908046,0.4824573017344102,0.9275362318840581,0.5487394957983194
50000US4202,Pennsylvania,2,16.79,1.14,12.88,0.27,14.62,0.06,1.3035714285714284,0.23177332251849125,1.1484268125854993,0.1653797496781148,83.21,1.24,87.12,0.29,85.38,0.06,0.9551193755739209,0.03482556079168407,0.9745842117591942,0.03041639011362379,10.2,0.99,7.57,0.23,8.32,0.05,1.3474240422721266,0.34375392999371196,1.2259615384615383,0.25272501116008544,2.56,0.37,2.77,0.1,3.25,0.03,0.924187725631769,0.3343120750629657,0.7876923076923077,0.24225496136948943,3.17,0.48,1.99,0.09,2.36,0.02,1.592964824120603,0.6277834008097166,1.3432203389830508,0.4295769589887236,0.85,0.25,0.54,0.05,0.69,0.01,1.574074074074074,1.2279488066413007,1.2318840579710146,0.7605042016806723
50000US0503,Arkansas,3,16.76,1.15,15.76,0.6,14.62,0.06,1.0634517766497462,0.22724193766893963,1.1463748290013682,0.16673091894481543,83.24,1.24,84.24,0.6,85.38,0.06,0.9881291547958214,0.04351781765592014,0.9749355821035371,0.03041688395834321,9.53,0.93,9.36,0.49,8.32,0.05,1.018162393162393,0.3061594721270009,1.1454326923076923,0.23733348357914413,3.67,0.5,3.69,0.27,3.25,0.03,0.994579945799458,0.4187931951089846,1.1292307692307693,0.3285676412664748,3.0,0.41,2.41,0.23,2.36,0.02,1.2448132780082988,0.5831595774256325,1.2711864406779663,0.36902966314731017,0.57,0.19,0.31,0.06,0.69,0.01,1.8387096774193548,2.012972972972973,0.8260869565217391,0.5747899159663866
50000US3701,North Carolina,1,16.74,1.15,15.67,0.32,14.62,0.06,1.0682833439693682,0.19048794747531536,1.1450068399452804,0.16671969039135254,83.26,1.08,84.33,0.33,85.38,0.06,0.9873117514526266,0.03334126421652999,0.9751698289997659,0.026669260997592675,8.93,0.88,8.04,0.23,8.32,0.05,1.1106965174129355,0.2826841227645084,1.0733173076923077,0.22444701595928337,4.38,0.62,3.83,0.16,3.25,0.03,1.1436031331592689,0.420041930439177,1.3476923076923077,0.4064535676412665,2.84,0.4,3.3,0.14,2.36,0.02,0.8606060606060606,0.3160141301148072,1.2033898305084745,0.35940530058177117,0.59,0.19,0.5,0.06,0.69,0.01,1.18,1.0584415584415583,0.855072463768116,0.5756302521008404
50000US1310,Georgia,10,16.72,1.45,16.36,0.35,14.62,0.06,1.02200488997555,0.22109162025080825,1.1436388508891928,0.20774882474473755,83.28,0.96,83.64,0.32,85.38,0.06,0.9956958393113343,0.030574877687909816,0.9754040758959944,0.023858626084483,7.35,1.01,7.79,0.23,8.32,0.05,0.9435173299101411,0.3152964150470385,0.8834134615384615,0.2534155640213291,6.64,0.82,4.89,0.2,3.25,0.03,1.3578732106339468,0.4471998693034966,2.043076923076923,0.5423799424329646,2.57,0.67,3.0,0.15,2.36,0.02,0.8566666666666666,0.5336675020885548,1.0889830508474576,0.5862960568842922,0.16,0.1,0.68,0.08,0.69,0.01,0.23529411764705882,0.3543859649122807,0.23188405797101452,0.29663865546218493
50000US4836,Texas,36,16.71,1.44,15.89,0.22,14.62,0.06,1.0516047828823158,0.21040572610843525,1.1429548563611491,0.20637519837111118,83.29,1.55,84.11,0.18,85.38,0.06,0.9902508619664726,0.041095067655838084,0.9755211993441089,0.037679364402092325,9.34,1.11,9.25,0.18,8.32,0.05,1.0097297297297296,0.27940339132071634,1.1225961538461537,0.28032978955473786,5.22,0.8,3.86,0.1,3.25,0.03,1.3523316062176165,0.4849022136256179,1.606153846153846,0.5220042417815483,1.55,0.42,1.94,0.07,2.36,0.02,0.7989690721649485,0.4912868811025089,0.6567796610169492,0.3670904259139553,0.59,0.27,0.85,0.05,0.69,0.01,0.6941176470588235,0.7194444444444444,0.855072463768116,0.807563025210084
50000US0806,Colorado,6,16.7,1.17,18.46,0.49,14.62,0.06,0.9046587215601299,0.17491010376426258,1.1422708618331054,0.1694332574782166,83.3,1.07,81.54,0.51,85.38,0.06,1.0215844984056903,0.03902551721539475,0.9756383227922231,0.026435672445308346,7.44,0.76,8.74,0.35,8.32,0.05,0.851258581235698,0.24248050549989447,0.8942307692307693,0.19344726010872593,5.32,0.67,5.04,0.25,3.25,0.03,1.0555555555555556,0.37150490743554426,1.636923076923077,0.44256552037570074,3.12,0.51,4.08,0.22,2.36,0.02,0.7647058823529412,0.3334377635859742,1.3220338983050848,0.45464339581986646,0.82,0.3,0.6,0.09,0.69,0.01,1.3666666666666667,1.4424552429667519,1.1884057971014492,0.904201680672269
50000US4105,Oregon,5,16.64,1.13,18.37,0.54,14.62,0.06,0.9058247142079477,0.17643393314792477,1.1381668946648429,0.16392752343024822,83.36,1.17,81.63,0.47,85.38,0.06,1.0211931887786354,0.040426693576514475,0.9763410634809089,0.02877913025384935,8.66,0.81,10.41,0.41,8.32,0.05,0.8318924111431316,0.22149168207024028,1.0408653846153846,0.20722942390844248,5.51,0.68,3.85,0.26,3.25,0.03,1.431168831168831,0.5490515015350832,1.6953846153846153,0.4497992728374488,2.03,0.37,3.44,0.22,2.36,0.02,0.5901162790697674,0.29178970233852625,0.8601694915254237,0.328162034044387,0.44,0.16,0.67,0.11,0.69,0.01,0.6567164179104478,0.7124542124542124,0.6376811594202899,0.48235294117647065
50000US5111,Virginia,11,16.62,1.36,15.68,0.34,14.62,0.06,1.0599489795918369,0.21953978647941705,1.1367989056087553,0.19538057310536874,83.38,1.17,84.32,0.33,85.38,0.06,0.9888519924098672,0.03549203217804949,0.9765753103771375,0.028779459483662295,8.31,1.15,6.54,0.25,8.32,0.05,1.2706422018348624,0.4494826629453676,0.998798076923077,0.2884575100513002,3.33,0.47,5.02,0.17,3.25,0.03,0.6633466135458168,0.2324454243886936,1.0246153846153847,0.30817300409028936,3.18,0.5,3.18,0.14,2.36,0.02,1.0,0.4032974001268231,1.3474576271186443,0.4465991524815055,1.79,0.37,0.94,0.08,0.69,0.01,1.9042553191489364,1.1194710442316462,2.594202898550725,1.1478991596638657
50000US3911,Ohio,11,16.58,1.18,15.03,0.28,14.62,0.06,1.1031270791749832,0.19818928583289974,1.1340629274965799,0.17073389825433424,83.42,0.9,84.97,0.29,85.38,0.06,0.9817582676238673,0.027885693720095504,0.9770438041695948,0.022455448621712313,12.41,1.1,9.45,0.23,8.32,0.05,1.3132275132275133,0.29690441189652395,1.4915865384615383,0.28236099734324954,1.85,0.31,3.46,0.13,3.25,0.03,0.5346820809248555,0.2196792893171723,0.5692307692307692,0.20129525829419787,1.5,0.28,1.7,0.08,2.36,0.02,0.8823529411764706,0.4133721736717993,0.6355932203389831,0.24807871866695402,0.82,0.23,0.42,0.05,0.69,0.01,1.9523809523809523,1.5825186889016678,1.1884057971014492,0.7012605042016807
50000US0803,Colorado,3,16.55,1.22,18.46,0.49,14.62,0.06,0.8965330444203684,0.17989936320134847,1.1320109439124488,0.1761891038117196,83.45,1.16,81.54,0.51,85.38,0.06,1.0234240863379935,0.04125612176499957,0.9773951745139378,0.02854636477609739,9.46,0.96,8.74,0.35,8.32,0.05,1.082379862700229,0.30686119863476213,1.1370192307692308,0.24444415551019286,3.81,0.62,5.04,0.25,3.25,0.03,0.7559523809523809,0.3218188491303953,1.1723076923076923,0.40321542190577186,3.01,0.43,4.08,0.22,2.36,0.02,0.7377450980392156,0.2911917098445596,1.2754237288135593,0.38605185664009195,0.27,0.1,0.6,0.09,0.69,0.01,0.45000000000000007,0.47911338448422847,0.39130434782608703,0.30126050420168066
50000US4801,Texas,1,16.54,1.3,15.89,0.22,14.62,0.06,1.040906230333543,0.19248489861303725,1.131326949384405,0.18712758631014764,83.46,1.22,84.11,0.18,85.38,0.06,0.9922720247295208,0.03325681535792762,0.977512297962052,0.029952011462465164,8.37,0.87,9.25,0.18,8.32,0.05,0.9048648648648647,0.22340906885412265,1.0060096153846152,0.22123406708186516,6.33,0.89,3.86,0.1,3.25,0.03,1.6398963730569949,0.5464753922200731,1.9476923076923076,0.5836994394788668,1.49,0.34,1.94,0.07,2.36,0.02,0.7680412371134021,0.40647032218586215,0.6313559322033898,0.29885800474035773,0.36,0.16,0.85,0.05,0.69,0.01,0.4235294117647059,0.4277777777777778,0.5217391304347826,0.47899159663865554
50000US3910,Ohio,10,16.53,1.15,15.03,0.28,14.62,0.06,1.099800399201597,0.1940718927476226,1.1306429548563612,0.16660179057999222,83.47,1.14,84.97,0.29,85.38,0.06,0.9823467106037425,0.033538828852277804,0.9776294214101664,0.028078199982089897,9.67,0.89,9.45,0.23,8.32,0.05,1.0232804232804233,0.23831143220809956,1.1622596153846154,0.22792000566311132,3.73,0.53,3.46,0.13,3.25,0.03,1.0780346820809248,0.3879143767723155,1.1476923076923078,0.3473716103620664,2.56,0.5,1.7,0.08,2.36,0.02,1.5058823529411764,0.7315855181023722,1.0847457627118644,0.4421460892049127,0.57,0.15,0.42,0.05,0.69,0.01,1.357142857142857,1.0523289246693504,0.8260869565217391,0.45882352941176474
50000US3102,Nebraska,2,16.52,1.31,16.46,0.7,14.62,0.06,1.0036452004860266,0.24498154130133828,1.1299589603283173,0.1884843698535797,83.48,1.14,83.54,0.66,85.38,0.06,0.999281781182667,0.04308446977686882,0.9777465448582807,0.028078364596996367,10.18,1.02,9.44,0.55,8.32,0.05,1.0783898305084747,0.34292560276812245,1.2235576923076923,0.25990791665402574,2.74,0.5,3.74,0.26,3.25,0.03,0.732620320855615,0.37103448275862067,0.8430769230769232,0.32328435085593094,3.15,0.64,2.73,0.31,2.36,0.02,1.1538461538461537,0.7404578077424968,1.3347457627118644,0.5650362709186239,0.45,0.12,0.55,0.16,0.69,0.01,0.8181818181818181,0.9967497291440953,0.6521739130434784,0.36680672268907566
50000US2603,Michigan,3,16.5,1.31,14.79,0.3,14.62,0.06,1.1156186612576064,0.22249662823610444,1.12859097127223,0.18847314130011678,83.5,1.36,85.21,0.27,85.38,0.06,0.9799319328717288,0.03813162617803159,0.9779807917545094,0.033232128088834106,10.38,1.11,8.82,0.24,8.32,0.05,1.1768707482993197,0.3159820312138193,1.247596153846154,0.28183224766288306,4.03,0.54,3.82,0.13,3.25,0.03,1.0549738219895288,0.35493808102637997,1.24,0.35523026814119074,1.82,0.41,1.59,0.1,2.36,0.02,1.1446540880503144,0.6623247686747944,0.7711864406779662,0.3605544782015371,0.28,0.13,0.56,0.06,0.69,0.01,0.5,0.5780645161290322,0.40579710144927544,0.388655462184874
50000US2704,Minnesota,4,16.47,1.2,14.42,0.34,14.62,0.06,1.1421636615811372,0.2204187453806356,1.1265389876880985,0.1734081654040782,83.53,1.19,85.58,0.33,85.38,0.06,0.9760458050946483,0.03533810702122627,0.9783321620988522,0.02925042273107982,7.48,0.78,7.15,0.25,8.32,0.05,1.0461538461538462,0.29169604386995696,0.8990384615384616,0.19831291290510386,5.75,0.66,4.68,0.17,3.25,0.03,1.2286324786324787,0.3718014949596544,1.7692307692307692,0.43885396152098166,2.6,0.59,2.04,0.13,2.36,0.02,1.2745098039215685,0.7438897869568364,1.1016949152542375,0.5187100481218129,0.65,0.23,0.55,0.08,0.69,0.01,1.1818181818181817,1.2056737588652484,0.9420289855072465,0.6941176470588237
50000US4811,Texas,11,16.47,1.25,15.89,0.22,14.62,0.06,1.0365009439899306,0.18606841842359303,1.1265389876880985,0.18024822588855285,83.53,1.43,84.11,0.18,85.38,0.06,0.9931042682201878,0.038253861280742055,0.9783321620988522,0.03487235101692504,9.12,0.89,9.25,0.18,8.32,0.05,0.9859459459459459,0.23089181469447598,1.096153846153846,0.22712543647130376,4.79,0.72,3.86,0.1,3.25,0.03,1.2409326424870466,0.4376477541371158,1.4738461538461538,0.4703264656870171,2.26,0.45,1.94,0.07,2.36,0.02,1.1649484536082473,0.548700348524756,0.9576271186440678,0.3976154564389859,0.3,0.21,0.85,0.05,0.69,0.01,0.35294117647058826,0.5375000000000001,0.4347826086956522,0.6214285714285714
50000US3625,New York,25,16.45,1.06,10.56,0.17,14.62,0.06,1.5577651515151514,0.2509779368828189,1.1251709986320109,0.15424476749408628,83.55,0.93,89.44,0.18,85.38,0.06,0.9341457960644007,0.024556142465838916,0.9785664089950808,0.02316032965122711,10.92,0.85,5.92,0.14,8.32,0.05,1.8445945945945945,0.3746160083136341,1.3125,0.22011011284327192,2.85,0.46,2.45,0.07,3.25,0.03,1.163265306122449,0.44234360410831,0.8769230769230769,0.2992917739736404,1.76,0.31,1.34,0.06,2.36,0.02,1.3134328358208955,0.5814732142857142,0.7457627118644068,0.27537168713639304,0.92,0.33,0.85,0.06,0.69,0.01,1.0823529411764707,0.9339268326610101,1.3333333333333335,0.9953781512605043
50000US2602,Michigan,2,16.43,1.15,14.79,0.3,14.62,0.06,1.1108857336037863,0.20065939765135893,1.1238030095759235,0.1665456478126778,83.57,1.12,85.21,0.27,85.38,0.06,0.980753432695693,0.03250363409928273,0.9788006558913094,0.02761135210733419,9.49,0.95,8.82,0.24,8.32,0.05,1.0759637188208617,0.27417836027107545,1.140625,0.2420835626748955,4.93,0.56,3.82,0.13,3.25,0.03,1.2905759162303665,0.38147576412472983,1.5169230769230768,0.3726518709286472,1.64,0.3,1.59,0.1,2.36,0.02,1.0314465408805031,0.5091140145347682,0.6949152542372882,0.26603461897579544,0.37,0.16,0.56,0.06,0.69,0.01,0.6607142857142857,0.7212903225806451,0.5362318840579711,0.4794117647058824
50000US1803,Indiana,3,16.43,1.18,14.86,0.4,14.62,0.06,1.1056527590847913,0.2184976316462098,1.1238030095759235,0.1706496841033626,83.57,1.13,85.14,0.4,85.38,0.06,0.9815597838853652,0.03576832329110888,0.9788006558913094,0.0278455991192444,10.48,0.99,8.49,0.33,8.32,0.05,1.2343934040047115,0.32967353608109917,1.2596153846153846,0.2531295191122784,3.23,0.44,3.73,0.18,3.25,0.03,0.8659517426273459,0.32024782968913224,0.9938461538461538,0.28914179669747003,2.46,0.44,2.22,0.15,2.36,0.02,1.108108108108108,0.548645508469394,1.0423728813559323,0.39057674351792,0.25,0.14,0.41,0.05,0.69,0.01,0.6097560975609756,0.8442028985507248,0.3623188405797102,0.4163865546218488
50000US4205,Pennsylvania,5,16.42,0.99,12.88,0.27,14.62,0.06,1.2748447204968945,0.20726624713924313,1.1231190150478798,0.14465183998562747,83.58,0.98,87.12,0.29,85.38,0.06,0.9593663911845729,0.02888499070918808,0.9789177793394238,0.02433205855549761,9.01,0.82,7.57,0.23,8.32,0.05,1.190224570673712,0.2892370572207084,1.0829326923076923,0.21013899182171597,4.76,0.39,2.77,0.1,3.25,0.03,1.7184115523465704,0.406190867687168,1.4646153846153847,0.26706180881684594,2.13,0.35,1.99,0.09,2.36,0.02,1.0703517587939697,0.44949392712550607,0.902542372881356,0.3119299001651943,0.51,0.2,0.54,0.05,0.69,0.01,0.9444444444444444,0.9235558630231754,0.7391304347826088,0.6012605042016806
50000US3000,Montana,0,16.42,0.87,16.42,0.87,14.62,0.06,1.0,0.2125333120086885,1.1231190150478798,0.1282356948228883,83.58,0.72,83.58,0.72,85.38,0.06,1.0,0.03446056161273614,0.9789177793394238,0.01824163624583195,8.91,0.65,8.91,0.65,8.32,0.05,1.0,0.2933682514917888,1.0709134615384615,0.16912766415438332,3.51,0.4,3.51,0.4,3.25,0.03,1.0,0.4618383072507628,1.0799999999999998,0.2661149825783972,3.66,0.4,3.66,0.4,2.36,0.02,1.0,0.44244310798150444,1.5508474576271187,0.36529483588307116,0.34,0.09,0.34,0.09,0.69,0.01,1.0,1.1386046511627905,0.4927536231884059,0.2752100840336135
50000US3901,Ohio,1,16.41,1.25,15.03,0.28,14.62,0.06,1.091816367265469,0.2070856535553366,1.122435020519836,0.18021454022816422,83.59,1.25,84.97,0.29,85.38,0.06,0.9837589737554432,0.03613764825722448,0.9790349027875381,0.030656892491979962,10.08,1.05,9.45,0.23,8.32,0.05,1.0666666666666667,0.2743071117405569,1.2115384615384615,0.26697524844733955,3.7,0.5,3.46,0.13,3.25,0.03,1.069364161849711,0.36989635875429744,1.1384615384615384,0.32873806998939553,2.11,0.45,1.7,0.08,2.36,0.02,1.2411764705882353,0.6476626439173256,0.8940677966101694,0.3965381024204554,0.52,0.19,0.42,0.05,0.69,0.01,1.2380952380952381,1.2167912593444512,0.7536231884057972,0.5726890756302522
50000US5106,Virginia,6,16.4,1.33,15.68,0.34,14.62,0.06,1.0459183673469388,0.21510269920096622,1.121751025991792,0.1911530227265922,83.6,1.28,84.32,0.33,85.38,0.06,0.99146110056926,0.038121602950088214,0.9791520262356523,0.03135979814261709,6.56,0.88,6.54,0.25,8.32,0.05,1.003058103975535,0.34630558827041547,0.7884615384615384,0.2210231450782217,6.11,0.77,5.02,0.17,3.25,0.03,1.217131474103586,0.3896549669268817,1.8800000000000001,0.5085971822451144,3.0,0.52,3.18,0.14,2.36,0.02,0.9433962264150942,0.4109067850348764,1.2711864406779663,0.4622566975508153,0.72,0.36,0.94,0.08,0.69,0.01,0.7659574468085106,0.9028727770177838,1.0434782608695652,1.073949579831933
50000US5503,Wisconsin,3,16.32,0.95,14.62,0.34,14.62,0.06,1.1162790697674418,0.1819773363891011,1.1162790697674418,0.1391236488307333,83.68,0.79,85.38,0.36,85.38,0.06,0.980089013820567,0.026770961889508893,0.980089013820567,0.0198830114782682,7.82,0.7,8.46,0.27,8.32,0.05,0.9243498817966902,0.22471457523003913,0.9399038461538461,0.17957263734850812,5.58,0.53,3.74,0.16,3.25,0.03,1.4919786096256684,0.4118321157427302,1.716923076923077,0.35788138160884714,2.6,0.34,2.08,0.12,2.36,0.02,1.25,0.4727272727272728,1.1016949152542375,0.3068304244774833,0.32,0.12,0.35,0.05,0.69,0.01,0.9142857142857144,0.9666666666666668,0.46376811594202905,0.36134453781512604
50000US3713,North Carolina,13,16.3,1.2,15.67,0.32,14.62,0.06,1.040204211869815,0.19572493394690899,1.1149110807113545,0.17331272269964368,83.7,1.15,84.33,0.33,85.38,0.06,0.992529348986126,0.035042269920016196,0.9803232607167955,0.02831623313684898,9.28,0.91,8.04,0.23,8.32,0.05,1.154228855721393,0.2926456175770685,1.1153846153846152,0.23216444981862147,3.89,0.6,3.83,0.16,3.25,0.03,1.0156657963446476,0.39887183899804,1.196923076923077,0.39136115740039384,2.74,0.48,3.3,0.14,2.36,0.02,0.8303030303030304,0.36201059758610543,1.1610169491525426,0.4264885441356029,0.39,0.2,0.5,0.06,0.69,0.01,0.78,1.0016233766233766,0.5652173913043479,0.596218487394958
50000US4835,Texas,35,16.29,1.22,15.89,0.22,14.62,0.06,1.0251730648206419,0.1819780014316063,1.1142270861833106,0.1760431326167021,83.71,0.87,84.11,0.18,85.38,0.06,0.9952443229104743,0.02494706415530221,0.9804403841649098,0.021757481418269355,9.52,0.97,9.25,0.18,8.32,0.05,1.0291891891891891,0.2498792822643724,1.1442307692307692,0.24693476875869502,3.85,0.56,3.86,0.1,3.25,0.03,0.9974093264248706,0.34206425961745107,1.1846153846153846,0.3665164369034995,2.2,0.55,1.94,0.07,2.36,0.02,1.1340206185567012,0.649692712906058,0.9322033898305085,0.48193636428930553,0.72,0.26,0.85,0.05,0.69,0.01,0.8470588235294118,0.7138888888888889,1.0434782608695652,0.7840336134453784
50000US1218,Florida,18,16.26,1.31,15.81,0.25,14.62,0.06,1.0284629981024669,0.198293193583189,1.1121751025991793,0.18833839865856217,83.74,1.45,84.19,0.24,85.38,0.06,0.9946549471433661,0.04011713768192363,0.9807917545092527,0.035344301953781396,8.44,0.89,8.69,0.19,8.32,0.05,0.9712313003452244,0.24742183359830422,1.0144230769230769,0.22614306001597803,3.64,0.67,3.01,0.1,3.25,0.03,1.2093023255813955,0.5261157335278064,1.12,0.43302151189213756,3.43,0.67,2.97,0.11,2.36,0.02,1.1548821548821548,0.5374625374625375,1.4533898305084747,0.5924728865905337,0.76,0.24,1.14,0.08,0.69,0.01,0.6666666666666667,0.517166718218373,1.1014492753623188,0.7277310924369748
50000US0633,California,33,16.23,1.08,13.38,0.16,14.62,0.06,1.2130044843049328,0.1904727852924154,1.110123119015048,0.15685727759978443,83.77,0.95,86.62,0.16,85.38,0.06,0.9670976679750634,0.02550772099283822,0.9811431248535957,0.023632445202989932,10.07,0.82,8.39,0.13,8.32,0.05,1.2002383790226459,0.2327211858722959,1.2103365384615385,0.2116703433550178,2.02,0.33,2.8,0.07,3.25,0.03,0.7214285714285715,0.27195568658983293,0.6215384615384616,0.2145697621572489,2.89,0.59,1.33,0.05,2.36,0.02,2.172932330827068,1.0520833333333333,1.2245762711864407,0.5207929325576385,1.25,0.29,0.87,0.04,0.69,0.01,1.4367816091954022,0.800476631801933,1.8115942028985508,0.8932773109243698
50000US4807,Texas,7,16.23,1.54,15.89,0.22,14.62,0.06,1.0213971050975457,0.22215804949776918,1.110123119015048,0.21978583405695126,83.77,1.97,84.11,0.18,85.38,0.06,0.9959576744739032,0.05110646117610932,0.9811431248535957,0.04752564041783214,10.77,1.32,9.25,0.18,8.32,0.05,1.1643243243243242,0.33084493061507,1.2944711538461537,0.3328782618871163,1.33,0.33,3.86,0.1,3.25,0.03,0.344559585492228,0.18896410917687514,0.40923076923076923,0.2106499015300712,1.68,0.47,1.94,0.07,2.36,0.02,0.865979381443299,0.5477425705696118,0.711864406779661,0.41040005745888103,2.45,0.71,0.85,0.05,0.69,0.01,2.882352941176471,2.0166666666666666,3.55072463768116,2.1613445378151264
50000US5301,Washington,1,16.23,1.16,17.74,0.44,14.62,0.06,0.914881623449831,0.17626941884939942,1.110123119015048,0.16780137437494388,83.77,1.03,82.26,0.42,85.38,0.06,1.0183564308290785,0.0354424435373918,0.9811431248535957,0.02550642129827168,9.09,0.83,10.16,0.35,8.32,0.05,0.8946850393700787,0.2252948747418846,1.0925480769230769,0.21265849849537485,3.41,0.63,3.14,0.15,3.25,0.03,1.085987261146497,0.506185766130262,1.0492307692307692,0.40709740948341155,2.49,0.41,3.58,0.19,2.36,0.02,0.6955307262569833,0.3037330892076086,1.055084745762712,0.3653666594843065,1.23,0.33,0.85,0.09,0.69,0.01,1.4470588235294117,1.0951847704367301,1.782608695652174,1.008403361344538
50000US3908,Ohio,8,16.19,1.18,15.03,0.28,14.62,0.06,1.0771789753825682,0.19722215456830033,1.1073871409028728,0.17051494146180796,83.81,1.13,84.97,0.29,85.38,0.06,0.9863481228668942,0.03333076263098532,0.9816116186460531,0.027849549876999738,9.33,0.74,9.45,0.23,8.32,0.05,0.9873015873015873,0.20479419515605674,1.1213942307692308,0.19136982283996365,4.57,0.76,3.46,0.13,3.25,0.03,1.3208092485549134,0.5393192635532468,1.4061538461538463,0.4936941372519315,1.85,0.5,1.7,0.08,2.36,0.02,1.0882352941176472,0.6921903176584826,0.7838983050847459,0.43704661351720175,0.44,0.15,0.42,0.05,0.69,0.01,1.0476190476190477,0.9775733179988502,0.6376811594202899,0.4533613445378152
50000US5306,Washington,6,16.16,1.2,17.74,0.44,14.62,0.06,0.910935738444194,0.18058591986366265,1.1053351573187415,0.17323412282540346,83.84,1.18,82.26,0.42,85.38,0.06,1.0192073911986383,0.03909820145364881,0.981962988990396,0.029021278781270247,8.32,0.92,10.16,0.35,8.32,0.05,0.8188976377952756,0.23780468288538367,1.0,0.2331814983841352,3.88,0.52,3.14,0.15,3.25,0.03,1.2356687898089171,0.4502953106098342,1.1938461538461538,0.3420693834267535,3.56,0.56,3.58,0.19,2.36,0.02,0.994413407821229,0.4195832648685869,1.5084745762711866,0.5001795590030885,0.4,0.15,0.85,0.09,0.69,0.01,0.4705882352941177,0.45772676371780524,0.5797101449275364,0.4516806722689076
50000US4401,Rhode Island,1,16.15,1.45,14.07,0.97,14.62,0.06,1.1478322672352521,0.3661178333604027,1.1046511627906976,0.20742881097104532,83.85,1.39,85.93,0.96,85.38,0.06,0.9757942511346444,0.054161594853439354,0.9820801124385101,0.03394063064629129,9.82,1.21,8.4,0.8,8.32,0.05,1.1690476190476191,0.5154462242562928,1.1802884615384615,0.3050625614888203,1.15,0.39,1.81,0.33,3.25,0.03,0.6353591160220994,0.6854003536246528,0.3538461538461538,0.24655355249204666,4.0,0.55,3.14,0.39,2.36,0.02,1.2738853503184713,0.6772083440638682,1.6949152542372883,0.4948646125116714,1.18,0.45,0.73,0.23,0.69,0.01,1.6164383561643836,2.4995833333333337,1.710144927536232,1.354201680672269
