geoid,state,district,male,male_moe,state_male,state_male_moe,country_male,country_male_moe,ratio_state_male,ratio_state_male_moe,ratio_country_male,ratio_country_male_moe,female,female_moe,state_female,state_female_moe,country_female,country_female_moe,ratio_state_female,ratio_state_female_moe,ratio_country_female,ratio_country_female_moe
50000US1218,Florida,18,48.85,0.48,48.86,0.03,49.23,0.01,0.9997953336062219,0.020875728705419226,0.9922811293926469,0.01990342602107087,51.15,0.38,51.14,0.03,50.77,0.01,1.0001955416503714,0.016034650267673055,1.0074847350797713,0.015366352668272508
50000US1219,Florida,19,48.64,0.34,48.86,0.03,49.23,0.01,0.9954973393368809,0.015139789587285414,0.9880154377412148,0.014214103953436405,51.36,0.47,51.14,0.03,50.77,0.01,1.0043019163081737,0.019559218990932086,1.0116210360449083,0.01891338306034995
50000US1220,Florida,20,48.75,0.84,48.86,0.03,49.23,0.01,0.9977486696684404,0.035609201311926325,0.9902498476538697,0.03452782992258435,51.25,0.69,51.14,0.03,50.77,0.01,1.0021509581540868,0.02816053095579484,1.0094544022060272,0.027579065242578273
50000US1221,Florida,21,47.82,0.59,48.86,0.03,49.23,0.01,0.9787146950470733,0.025352504066625595,0.971358927483242,0.02436374625308344,52.18,0.46,51.14,0.03,50.77,0.01,1.020336331638639,0.019186947938298594,1.0277723064802047,0.018525812145347396
50000US1222,Florida,22,49.34,0.61,48.86,0.03,49.23,0.01,1.0098239869013508,0.026209372124233975,1.002234409912655,0.025188802343363955,50.66,0.83,51.14,0.03,50.77,0.01,0.9906140007821665,0.03362216331159419,0.9978333661611186,0.033089555495344335
50000US1223,Florida,23,47.9,0.64,48.86,0.03,49.23,0.01,0.9803520261972983,0.02740117941671899,0.9729839528742636,0.026395688252581047,52.1,0.71,51.14,0.03,50.77,0.01,1.018771998435667,0.02896219846704317,1.0261965727792002,0.02837352742450243
50000US1224,Florida,24,48.74,0.44,48.86,0.03,49.23,0.01,0.9975440032746623,0.019235632306924978,0.990046719479992,0.018277492819750912,51.26,1.07,51.14,0.03,50.77,0.01,1.0023464998044582,0.04302193091748946,1.0096513689186526,0.042548613574649966
50000US1225,Florida,25,48.84,0.9,48.86,0.03,49.23,0.01,0.9995906672124438,0.03806746093398368,0.9920780012187692,0.03696611080871341,51.16,0.6,51.14,0.03,50.77,0.01,1.000391083300743,0.02463871526414936,1.007681701792397,0.02403296595179813
50000US1226,Florida,26,48.48,0.63,48.86,0.03,49.23,0.01,0.9922226770364305,0.02700642362013602,0.9847653869591713,0.02599421817064319,51.52,0.77,51.14,0.03,50.77,0.01,1.0074305827141181,0.0312953927595345,1.0147725034469175,0.030732627744770237
50000US1227,Florida,27,49.58,0.71,48.86,0.03,49.23,0.01,1.0147359803520262,0.03030873346515038,1.0071094860857202,0.029253346519266775,50.42,0.8,51.14,0.03,50.77,0.01,0.9859210011732499,0.03244340694238865,0.9931061650581051,0.03190589297114735
50000US1301,Georgia,1,49.15,0.44,48.67,0.08,49.23,0.01,1.009862338196014,0.021400879151033503,0.9983749746089783,0.01828087622640239,50.85,0.32,51.33,0.08,50.77,0.01,0.9906487434248977,0.01555631674581675,1.0015757337010045,0.013000424271824474
50000US1302,Georgia,2,48.72,0.42,48.67,0.08,49.23,0.01,1.001027326895418,0.02054997071255561,0.9896404631322365,0.01746481504648801,51.28,0.36,51.33,0.08,50.77,0.01,0.999025910773427,0.01714097570464131,1.0100453023439038,0.014579494480276326
50000US1303,Georgia,3,48.06,0.42,48.67,0.08,49.23,0.01,0.9874666118758989,0.020505390472873496,0.9762340036563072,0.01745936858700026,51.94,0.7,51.33,0.08,50.77,0.01,1.0118838885641925,0.030428700879111495,1.0230451053771912,0.027978352515571892
50000US1304,Georgia,4,46.91,0.79,48.67,0.08,49.23,0.01,0.963838093281282,0.035632191914554544,0.9528742636603696,0.032481364031119425,53.09,0.43,51.33,0.08,50.77,0.01,1.0342879407753751,0.019978347194481477,1.0456962773291314,0.017351072675249556
50000US1305,Georgia,5,48.67,0.98,48.67,0.08,49.23,0.01,1.0,0.04355877805394168,0.988624822262848,0.04021475884892875,51.33,0.75,51.33,0.08,50.77,0.01,1.0,0.03233984087749845,1.0110301359070317,0.02994328661998125
50000US1306,Georgia,6,49.12,0.48,48.67,0.08,49.23,0.01,1.009245942058763,0.023042580250236148,0.9977655900873451,0.01990565411813404,50.88,0.92,51.33,0.08,50.77,0.01,0.9912331969608417,0.03893633676659661,1.0021666338388813,0.036636663479196564
50000US1307,Georgia,7,49.2,0.28,48.67,0.08,49.23,0.01,1.010889665091432,0.014829346546983924,0.9993906154783669,0.011781187004681648,50.8,0.68,51.33,0.08,50.77,0.01,0.9896746541983246,0.029580199353831705,1.0005909001378765,0.027181640172179257
50000US1308,Georgia,8,48.85,0.38,48.67,0.08,49.23,0.01,1.0036983768235053,0.018915024195122986,0.9922811293926469,0.01584086237589087,51.15,0.5,51.33,0.08,50.77,0.01,0.9964932787843367,0.022587994174047946,1.0074847350797713,0.020093553954682063
50000US1309,Georgia,9,49.47,0.33,48.67,0.08,49.23,0.01,1.01643723032669,0.016902243259930026,1.0048750761730652,0.013814696924334818,50.53,0.46,51.33,0.08,50.77,0.01,0.9844145723748295,0.020991797173369516,0.9952727988969864,0.018513009502509475
50000US1310,Georgia,10,48.81,0.27,48.67,0.08,49.23,0.01,1.0028765153071708,0.014392071809647447,0.991468616697136,0.011371712277739067,51.19,0.72,51.33,0.08,50.77,0.01,0.9972725501655951,0.031162429251213344,1.0082726019302737,0.028760400013532004
50000US1311,Georgia,11,49.2,0.5,48.67,0.08,49.23,0.01,1.010889665091432,0.023869847652518986,0.9993906154783669,0.020718827024077645,50.8,0.66,51.33,0.08,50.77,0.01,0.9896746541983246,0.028800926079675115,1.0005909001378765,0.026393773291111
50000US1312,Georgia,12,49.44,0.39,48.67,0.08,49.23,0.01,1.015820834189439,0.019365808095999498,1.004265691651432,0.016251987545102462,50.56,0.43,51.33,0.08,50.77,0.01,0.9849990259107735,0.019824709058216823,0.995863699034863,0.017331441956231413
50000US1313,Georgia,13,46.52,1.12,48.67,0.08,49.23,0.01,0.9558249434970207,0.04916660070395408,0.9449522648791389,0.04588460569778885,53.48,0.63,51.33,0.08,50.77,0.01,1.0418858367426456,0.02779476328511583,1.0533779791215283,0.025232767565148383
50000US1314,Georgia,14,49.31,0.4,48.67,0.08,49.23,0.01,1.013149784261352,0.01976795900813189,1.001625025391022,0.016657171122145605,50.69,0.37,51.33,0.08,50.77,0.01,0.9875316578998636,0.017494783685436544,0.9984242662989954,0.014968850006098716
50000US1501,Hawaii,1,49.95,0.47,50.26,0.13,49.23,0.01,0.9938320732192599,0.023844097824323163,1.0146252285191957,0.019506247089032452,50.05,0.31,49.74,0.13,50.77,0.01,1.0062324085243264,0.01772469739605579,0.9858183966909592,0.01260028348930832
50000US1502,Hawaii,2,50.57,0.47,50.26,0.13,49.23,0.01,1.0061679267807402,0.023907912853847316,1.027219175299614,0.0195113634600664,49.43,0.43,49.74,0.13,50.77,0.01,0.9937675914756735,0.022484664522032634,0.973606460508174,0.0173226740856818
50000US1901,Iowa,1,49.74,0.17,49.66,0.1,49.23,0.01,1.0016109544905358,0.010880474866931897,1.0103595368677636,0.007316823189109987,50.26,0.2,50.34,0.1,50.77,0.01,0.9984108065156931,0.011912684301711815,0.989954697656096,0.008268645070703178
50000US1902,Iowa,2,49.65,0.26,49.66,0.1,49.23,0.01,0.9997986306886831,0.014497838210983344,1.0085313833028642,0.01097238777075093,50.35,0.25,50.34,0.1,50.77,0.01,1.0001986491855384,0.013906287093955357,0.9917273980697262,0.010239010599346803
50000US1903,Iowa,3,49.41,0.17,49.66,0.1,49.23,0.01,0.9949657672170761,0.01085371202271306,1.0036563071297988,0.007314099959366112,50.59,0.15,50.34,0.1,50.77,0.01,1.0049662296384585,0.009952229299363057,0.9964545991727398,0.0063015383966001145
50000US1904,Iowa,4,49.87,0.18,49.66,0.1,49.23,0.01,1.0042287555376561,0.01129375806129308,1.013000203128174,0.007724152341102846,50.13,0.22,50.34,0.1,50.77,0.01,0.9958283671036948,0.012697024149269865,0.9873941303919638,0.009055503258699358
50000US1601,Idaho,1,50.57,0.36,49.98,0.15,49.23,0.01,1.0118047218887556,0.020479204399686642,1.027219175299614,0.015042543450368399,49.43,0.3,50.02,0.15,50.77,0.01,0.9882047181127548,0.01792222065590587,0.973606460508174,0.012201539358738123
50000US1602,Idaho,2,49.35,0.43,49.98,0.15,49.23,0.01,0.9873949579831933,0.023133831568325724,1.0024375380865327,0.017876270304153407,50.65,0.4,50.02,0.15,50.77,0.01,1.0125949620151937,0.022066941518548183,0.9976363994484931,0.016150339960602004
50000US1701,Illinois,1,46.62,0.78,49.13,0.03,49.23,0.01,0.9489110523101973,0.03291136303752326,0.946983546617916,0.03207271452531135,53.38,0.77,50.87,0.03,50.77,0.01,1.0493414586200118,0.03151093070598619,1.0514083119952728,0.030747059814878443
50000US1702,Illinois,2,46.81,0.7,49.13,0.03,49.23,0.01,0.9527783431711785,0.029659418764779864,0.9508429819215927,0.028824231529322918,53.19,0.73,50.87,0.03,50.77,0.01,1.0456064478081384,0.02993388866647396,1.0476659444553869,0.029169851809021194
50000US1703,Illinois,3,50.15,0.71,49.13,0.03,49.23,0.01,1.0207612456747404,0.030149526298432813,1.01868779199675,0.029258050279733466,49.85,0.62,50.87,0.03,50.77,0.01,0.9799488893257323,0.025531696187739494,0.9818790624384479,0.024810668310370827
50000US1704,Illinois,4,50.71,0.55,49.13,0.03,49.23,0.01,1.0321595766334215,0.023650112107437535,1.030062969733902,0.02276256968579871,49.29,0.86,50.87,0.03,50.77,0.01,0.9689404364065265,0.03495453203470497,0.9708489265314161,0.03426072574380251
50000US1705,Illinois,5,49.3,0.82,49.13,0.03,49.23,0.01,1.0034602076124566,0.034606314805639006,1.001421897217144,0.03371985590978815,50.7,0.64,50.87,0.03,50.77,0.01,0.9966581482209554,0.026337722721925867,0.998621233011621,0.025605130492294983
50000US1706,Illinois,6,48.9,0.56,49.13,0.03,49.23,0.01,0.9953185426419702,0.024012203387583503,0.9932967702620353,0.023153889547782126,51.1,0.59,50.87,0.03,50.77,0.01,1.004521328877531,0.02438120131882604,1.0064999015166436,0.023638566960615347
50000US1707,Illinois,7,47.51,0.65,49.13,0.03,49.23,0.01,0.9670262568695297,0.027641402030694068,0.9650619540930327,0.026798726254674467,52.49,0.91,50.87,0.03,50.77,0.01,1.0318458816591312,0.03699452344038619,1.0338782745715973,0.03625522231440126
50000US1708,Illinois,8,50.43,0.66,49.13,0.03,49.23,0.01,1.026460411154081,0.028121069403866838,1.024375380865326,0.027229079076320085,49.57,0.66,50.87,0.03,50.77,0.01,0.9744446628661294,0.02709784075469248,0.9763639944849319,0.026384229502813637
50000US1709,Illinois,9,48.42,0.81,49.13,0.03,49.23,0.01,0.9855485446773865,0.03417735678336998,0.983546617915905,0.03330633759928649,51.58,0.65,50.87,0.03,50.77,0.01,1.0139571456654217,0.026751285669900874,1.0159543037226708,0.026005892009009338
50000US1710,Illinois,10,49.52,0.56,49.13,0.03,49.23,0.01,1.0079381233462243,0.024027615053054247,1.0058907170424538,0.02315900591881607,50.48,0.44,50.87,0.03,50.77,0.01,0.9923333988598388,0.018469438385999296,0.9942879653338584,0.01772475466256734
50000US1711,Illinois,11,48.98,0.67,49.13,0.03,49.23,0.01,0.9969468756360674,0.028492109392995815,0.994921795653057,0.02762336973438773,51.02,0.46,50.87,0.03,50.77,0.01,1.002948692746216,0.019268277225518944,1.004924167815639,0.018516811499473467
50000US1712,Illinois,12,49.48,0.36,49.13,0.03,49.23,0.01,1.0071239568491754,0.015884952745845064,1.0050782043469428,0.01503354854000227,50.52,0.33,50.87,0.03,50.77,0.01,0.9931197169254965,0.014145614965244017,0.9950758321843608,0.013391797183791016
50000US1713,Illinois,13,49.49,0.44,49.13,0.03,49.23,0.01,1.0073274984734377,0.019141868523579016,1.0052813325208207,0.018283681978259716,50.51,0.31,50.87,0.03,50.77,0.01,0.992923137409082,0.013359064764993296,0.9948788654717352,0.012603852710947983
50000US1714,Illinois,14,50.03,0.63,49.13,0.03,49.23,0.01,1.0183187461835945,0.026889876192954052,1.0162502539102174,0.026007009098228055,49.97,0.46,50.87,0.03,50.77,0.01,0.982307843522705,0.01924393180809937,0.9842426629899547,0.01850866436312206
50000US1715,Illinois,15,49.59,0.32,49.13,0.03,49.23,0.01,1.0093629147160594,0.014259353472347658,1.0073126142595978,0.013409430825178224,50.41,0.31,50.87,0.03,50.77,0.01,0.990957342244938,0.013356746153810481,0.9929091983454795,0.012603076793200232
50000US1716,Illinois,16,49.89,0.37,49.13,0.03,49.23,0.01,1.0154691634439243,0.01630222773138627,1.0134064594759293,0.015443188311171746,50.11,0.25,50.87,0.03,50.77,0.01,0.9850599567525065,0.01099083530286472,0.9870001969667126,0.010237148396752195
50000US1717,Illinois,17,49.27,0.44,49.13,0.03,49.23,0.01,1.0028495827396702,0.0191363998680894,1.000812512695511,0.0182818664917638,50.73,0.28,50.87,0.03,50.77,0.01,0.9972478867701985,0.01218468820089684,0.9992121331494976,0.011423759408390653
50000US1718,Illinois,18,49.29,0.28,49.13,0.03,49.23,0.01,1.0032566659881945,0.012623562613619604,1.0012187690432663,0.011781929703702704,50.71,0.45,50.87,0.03,50.77,0.01,0.9968547277373698,0.018867930361285996,0.9988181997242466,0.018120472713921303
50000US1801,Indiana,1,49.14,0.11,49.26,0.08,49.23,0.01,0.997563946406821,0.007706277560834328,0.9981718464351006,0.004874333675194942,50.86,0.21,50.74,0.08,50.77,0.01,1.0023649980291682,0.011438309862743698,1.00177270041363,0.008667234017723823
50000US1802,Indiana,2,49.15,0.23,49.26,0.08,49.23,0.01,0.9977669508729192,0.012579056972121474,0.9983749746089783,0.009749492571524394,50.85,0.32,50.74,0.08,50.77,0.01,1.0021679148600708,0.015773528891283622,1.0015757337010045,0.013000424271824474
50000US1803,Indiana,3,49.33,0.23,49.26,0.08,49.23,0.01,1.0014210312626879,0.012590925717642877,1.002031281738777,0.009750977969566508,50.67,0.2,50.74,0.08,50.77,0.01,0.9986204178163185,0.011032334615581216,0.9980303328737443,0.008271826333468965
50000US1804,Indiana,4,50.22,0.37,49.26,0.08,49.23,0.01,1.0194884287454324,0.018333750113123985,1.020109689213894,0.015445911540915621,49.78,0.31,50.74,0.08,50.77,0.01,0.9810800157666535,0.015312864288207934,0.9805002954500689,0.012598188511389389
50000US1805,Indiana,5,48.31,0.43,49.26,0.08,49.23,0.01,0.9807145757206659,0.02064386955391485,0.9813122080032501,0.01786768800435453,51.69,0.41,50.74,0.08,50.77,0.01,1.0187229010642491,0.01937323822978634,1.018120937561552,0.01655234294571276
50000US1806,Indiana,6,49.64,0.24,49.26,0.08,49.23,0.01,1.0077141697117338,0.013017376337974397,1.0083282551289865,0.010159792519601479,50.36,0.27,50.74,0.08,50.77,0.01,0.9925108395743003,0.013772240273334915,0.9919243647823517,0.011026955072189837
50000US1807,Indiana,7,48.43,0.39,49.26,0.08,49.23,0.01,0.9831506293138449,0.01902774203875047,0.9837497460897827,0.01624365281164394,51.57,0.34,50.74,0.08,50.77,0.01,1.0163579030350807,0.0166066093640296,1.0157573370100452,0.01379387776067655
50000US1808,Indiana,8,49.98,0.28,49.26,0.08,49.23,0.01,1.0146163215590742,0.01466383509169348,1.0152346130408287,0.011787623729530806,50.02,0.32,50.74,0.08,50.77,0.01,0.9858100118249902,0.015721946885138217,0.9852274965530825,0.012993984154518124
50000US1809,Indiana,9,49.19,0.22,49.26,0.08,49.23,0.01,0.9985789687373122,0.012175684468081566,0.9991874873044891,0.009343566295460196,50.81,0.27,50.74,0.08,50.77,0.01,1.0013795821836815,0.013800206421245076,1.0007878668505021,0.011030446702054726
50000US2001,Kansas,1,50.63,0.38,49.84,0.15,49.23,0.01,1.0158507223113964,0.021363660939070488,1.0284379443428804,0.015855551312085103,49.37,0.4,50.16,0.15,50.77,0.01,0.9842503987240829,0.021835823652204565,0.9724246602324206,0.016140408213430768
50000US2002,Kansas,2,49.98,0.33,49.84,0.15,49.23,0.01,1.0028089887640448,0.019278719901758577,1.0152346130408287,0.013818905552120805,50.02,0.3,50.16,0.15,50.77,0.01,0.9972089314194579,0.01792605104500865,0.9852274965530825,0.012206117273449864
50000US2003,Kansas,3,49.14,0.11,49.84,0.15,49.23,0.01,0.9859550561797752,0.01034894038578293,0.9981718464351006,0.004874333675194942,50.86,0.11,50.16,0.15,50.77,0.01,1.0139553429027113,0.01045038458020978,1.00177270041363,0.004727899612382531
50000US2004,Kansas,4,49.65,0.15,49.84,0.15,49.23,0.01,0.9961878009630818,0.01201568548767109,1.0085313833028642,0.00650356776105293,50.35,0.19,50.16,0.15,50.77,0.01,1.003787878787879,0.013579395033336808,0.9917273980697262,0.007875409956142027
50000US2101,Kentucky,1,49.54,0.4,49.13,0.1,49.23,0.01,1.0083452065947485,0.020388218831063027,1.0062969733902092,0.01665906913075497,50.46,0.33,50.87,0.1,50.77,0.01,0.9919402398270101,0.016874215944380034,0.9938940319086074,0.013391331633142366
50000US2102,Kentucky,2,49.19,0.3,49.13,0.1,49.23,0.01,1.0012212497455728,0.016288368925507477,0.9991874873044891,0.012593617211604194,50.81,0.34,50.87,0.1,50.77,0.01,0.9988205229015138,0.017294427055443484,1.0007878668505021,0.01378798078579363
50000US2103,Kentucky,3,48.33,0.18,49.13,0.1,49.23,0.01,0.983716670059027,0.01133209119812852,0.9817184643510055,0.007711443935631433,51.67,0.09,50.87,0.1,50.77,0.01,1.0157263613131513,0.0075318803396112665,1.017727004136301,0.00394631766507107
50000US2104,Kentucky,4,49.45,0.32,49.13,0.1,49.23,0.01,1.0065133319763893,0.017124082065107987,1.00446881982531,0.013408275515589914,50.55,0.33,50.87,0.1,50.77,0.01,0.9937094554747395,0.016881171802389176,0.9956667323222375,0.013392029959115344
50000US2105,Kentucky,5,49.56,0.36,49.13,0.1,49.23,0.01,1.008752289843273,0.01876153626546346,1.0067032297379648,0.015034208716909874,50.44,0.24,50.87,0.1,50.77,0.01,0.9915470807941813,0.01333422522890473,0.9935000984833562,0.009845775484785652
50000US2106,Kentucky,6,48.74,0.41,49.13,0.1,49.23,0.01,0.9920618766537757,0.020729016782994106,0.990046719479992,0.01705872372619691,51.26,0.24,50.87,0.1,50.77,0.01,1.0076666011401612,0.013397600824099142,1.0096513689186526,0.009852138010317224
50000US2201,Louisiana,1,48.53,0.39,48.95,0.11,49.23,0.01,0.9914198161389173,0.0203905495385316,0.9857810278285599,0.016244478032778446,51.47,0.43,51.05,0.11,50.77,0.01,1.0082272282076397,0.02119128331081685,1.0137876698837895,0.017338502807735964
50000US2202,Louisiana,2,48.46,0.59,48.95,0.11,49.23,0.01,0.9899897854954034,0.02855576734500501,0.9843591306114159,0.024369027668344288,51.54,0.45,51.05,0.11,50.77,0.01,1.009598432908913,0.021980741727148072,1.0151664368721685,0.01812691283122765
50000US2203,Louisiana,3,48.72,0.32,48.95,0.11,49.23,0.01,0.9953013278855974,0.017547918893210373,0.9896404631322365,0.013402251401308012,51.28,0.29,51.05,0.11,50.77,0.01,1.0045053868756122,0.015690399688360772,1.0100453023439038,0.011821960396537422
50000US2204,Louisiana,4,49.42,0.33,48.95,0.11,49.23,0.01,1.0096016343207355,0.018020772505077436,1.0038594353036767,0.013814284313767562,50.58,0.34,51.05,0.11,50.77,0.01,0.9907933398628795,0.017590180294589936,0.9962576324601141,0.0137861961749738
50000US2205,Louisiana,5,49.97,0.36,48.95,0.11,49.23,0.01,1.020837589376915,0.01929701817594194,1.015031484866951,0.015037592123561355,50.03,0.39,51.05,0.11,50.77,0.01,0.9800195886385897,0.01950262354675034,0.9854244632657081,0.015751595830031807
50000US2206,Louisiana,6,48.71,0.6,48.95,0.11,49.23,0.01,0.995097037793667,0.028987303650980772,0.9894373349583588,0.024777347085698558,51.29,0.48,51.05,0.11,50.77,0.01,1.0047012732615084,0.023134961089607636,1.0102422690565294,0.019306773358460656
50000US2501,Massachusetts,1,48.1,0.32,48.53,0.04,49.23,0.01,0.9911395013393777,0.01482158765226624,0.977046516351818,0.013397135030274065,51.9,0.36,51.47,0.04,50.77,0.01,1.0083543811929279,0.015556029416577554,1.0222572385266888,0.014584305170312393
50000US2502,Massachusetts,2,48.82,0.45,48.53,0.04,49.23,0.01,1.0059756851432105,0.020203559054370546,0.9916717448710137,0.018684409361176515,51.18,0.37,51.47,0.04,50.77,0.01,0.9943656498931417,0.015922862773861884,1.008075635217648,0.014972652003062704
50000US2503,Massachusetts,3,49.3,0.66,48.53,0.04,49.23,0.01,1.0158664743457655,0.028874310115668184,1.001421897217144,0.027219754077500154,50.7,0.69,51.47,0.04,50.77,0.01,0.9850398290266176,0.028342802941295375,0.998621233011621,0.02757479769496563
50000US2504,Massachusetts,4,49.08,0.46,48.53,0.04,49.23,0.01,1.011333195961261,0.020624507225477276,0.9969530773918343,0.01909281130064424,50.92,0.57,51.47,0.04,50.77,0.01,0.9893141635904411,0.02368653330888784,1.0029545006893834,0.022849303427601133
50000US2505,Massachusetts,5,48.68,0.54,48.53,0.04,49.23,0.01,1.0030908716257985,0.023907852008142293,0.9888279504367257,0.022339561332250207,51.32,0.54,51.47,0.04,50.77,0.01,0.9970856809792112,0.02253288430031369,1.0108331691944061,0.02167060677698976
50000US2506,Massachusetts,6,48.84,0.49,48.53,0.04,49.23,0.01,1.0063878013599836,0.021852704400929485,0.9920780012187692,0.020309599863475417,51.16,0.5,51.47,0.04,50.77,0.01,0.9939770740237031,0.020973748162294355,1.007681701792397,0.020093631546456835
50000US2507,Massachusetts,7,48.25,0.53,48.53,0.04,49.23,0.01,0.9942303729651761,0.023481129280724235,0.9800934389599838,0.021929756516853825,51.75,0.58,51.47,0.04,50.77,0.01,1.005440062172139,0.0241001739683982,1.0193027378373054,0.02324967698544161
50000US2508,Massachusetts,8,47.7,0.52,48.53,0.04,49.23,0.01,0.9828971770039151,0.023050330395909948,0.9689213893967095,0.021518961436096034,52.3,0.56,51.47,0.04,50.77,0.01,1.016125898581698,0.02333963080287396,1.0301359070317115,0.022466077651985997
50000US2509,Massachusetts,9,48.0,0.53,48.53,0.04,49.23,0.01,0.989078920255512,0.023472637286148755,0.9750152346130408,0.02192769346401756,52.0,0.59,51.47,0.04,50.77,0.01,1.0102972605401206,0.024496299637398175,1.0242269056529445,0.023645550220345122
50000US2401,Maryland,1,49.28,0.4,48.5,0.05,49.23,0.01,1.0160824742268042,0.018589880529153505,1.0010156408693887,0.016656923555805253,50.72,0.4,51.5,0.05,50.77,0.01,0.9848543689320388,0.01744633560781941,0.999015166436872,0.01615088310302543
50000US2402,Maryland,2,47.68,0.85,48.5,0.05,49.23,0.01,0.9830927835051546,0.03707858122922864,0.968515133048954,0.03492525642096313,52.32,0.15,51.5,0.05,50.77,0.01,1.0159223300970874,0.007797914787364301,1.0305298404569627,0.006314961773636239
50000US2403,Maryland,3,48.47,0.6,48.5,0.05,49.23,0.01,0.999381443298969,0.026802876823123416,0.9845622587852936,0.02477536655497574,51.53,0.55,51.5,0.05,50.77,0.01,1.0005825242718447,0.023302123953364083,1.014969470159543,0.02206616964479417
50000US2404,Maryland,4,48.11,0.52,48.5,0.05,49.23,0.01,0.9919587628865979,0.023488599732808733,0.9772496445256957,0.021522344842747516,51.89,0.65,51.5,0.05,50.77,0.01,1.0075728155339807,0.027199196153450993,1.0220602718140634,0.026008297354027373
50000US2405,Maryland,5,48.96,0.44,48.5,0.05,49.23,0.01,1.0094845360824742,0.020225762807697747,0.9945155393053017,0.018279308306246828,51.04,0.51,51.5,0.05,50.77,0.01,0.9910679611650485,0.021730249533650235,1.0053181012408903,0.02048663388569366
50000US2406,Maryland,6,49.32,0.66,48.5,0.05,49.23,0.01,1.0169072164948454,0.02931324191013063,1.0018281535648996,0.027219919121727054,50.68,0.12,51.5,0.05,50.77,0.01,0.9840776699029126,0.0065710307955799754,0.9982272995863698,0.0051204364009707045
50000US2407,Maryland,7,47.38,0.73,48.5,0.05,49.23,0.01,0.9769072164948455,0.0321173686017309,0.9624212878326225,0.03004770438334361,52.62,0.37,51.5,0.05,50.77,0.01,1.0217475728155339,0.016352923322578303,1.0364388418357295,0.014983825218630344
50000US2408,Maryland,8,48.73,0.72,48.5,0.05,49.23,0.01,1.004742268041237,0.03176238894929212,0.9898435913061142,0.02965258850414146,51.27,0.17,51.5,0.05,50.77,0.01,0.9955339805825243,0.008535025483104424,1.0098483356312784,0.007094681518353094
50000US2301,Maine,1,48.74,0.26,48.87,0.14,49.23,0.01,0.997339881317782,0.016354854227808708,0.990046719479992,0.010964878258426913,51.26,0.23,51.13,0.14,50.77,0.01,1.002542538627029,0.014486944341706534,1.0096513689186526,0.009458204569783095
50000US2302,Maine,2,49.01,0.24,48.87,0.14,49.23,0.01,1.002864743196235,0.015568004335211287,0.9955311801746902,0.010154593626454083,50.99,0.27,51.13,0.14,50.77,0.01,0.997261881478584,0.01602267688035145,1.0043332676777625,0.01103184335400068
50000US2601,Michigan,1,50.73,0.24,49.18,0.03,49.23,0.01,1.0315168767791785,0.011018528146546566,1.0304692260816575,0.01016878742996761,49.27,0.26,50.82,0.03,50.77,0.01,0.9695001967729241,0.01137682434641804,0.970454993106165,0.0106245641282052
50000US2602,Michigan,2,49.18,0.37,49.18,0.03,49.23,0.01,1.0,0.016266781164784055,0.9989843591306115,0.015437329241116746,50.82,0.38,50.82,0.03,50.77,0.01,1.0,0.016135385394542047,1.0009848335631277,0.01536379213970492
50000US2603,Michigan,3,49.92,0.37,49.18,0.03,49.23,0.01,1.0150467669784466,0.01628513834970975,1.0140158439975626,0.0154434358775121,50.08,0.44,50.82,0.03,50.77,0.01,0.9854388036206218,0.018479469804812576,0.9864092968288358,0.01772165099157633
50000US2604,Michigan,4,49.99,0.27,49.18,0.03,49.23,0.01,1.016470109800732,0.012220179548979679,1.0154377412147066,0.011381449887126256,50.01,0.2,50.82,0.03,50.77,0.01,0.9840613931523022,0.009032739936147513,0.9850305298404569,0.008266705276333797
50000US2605,Michigan,5,48.56,0.21,49.18,0.03,49.23,0.01,0.9873932492883286,0.009744688354743503,0.9863904123501931,0.008932111037794798,51.44,0.12,50.82,0.03,50.77,0.01,1.0121999212908304,0.005917593468623477,1.0131967697459128,0.005126333375853626
50000US2606,Michigan,6,49.22,0.17,49.18,0.03,49.23,0.01,1.0008133387555918,0.00813438286265828,0.9997968718261223,0.007312532039210549,50.78,0.14,50.82,0.03,50.77,0.01,0.9992129083038174,0.006689352478625331,1.0001969667126256,0.005909079199786716
50000US2607,Michigan,7,50.2,0.28,49.18,0.03,49.23,0.01,1.0207401382675885,0.01263205854949711,1.0197034328661387,0.011789439216026721,49.8,0.27,50.82,0.03,50.77,0.01,0.9799291617473435,0.011782683163538222,0.98089422887532,0.011022609932802421
50000US2608,Michigan,8,49.14,0.37,49.18,0.03,49.23,0.01,0.9991866612444084,0.016265788884517803,0.9981718464351006,0.015436999152662941,50.86,0.29,50.82,0.03,50.77,0.01,1.0007870916961825,0.012594400797778578,1.00177270041363,0.011818701541996858
50000US2609,Michigan,9,48.68,0.65,49.18,0.03,49.23,0.01,0.9898332655551036,0.02764112447680473,0.9888279504367257,0.02680838134194821,51.32,0.51,50.82,0.03,50.77,0.01,1.0098386462022826,0.021263099081706677,1.0108331691944061,0.020488806455387372
50000US2610,Michigan,10,49.62,0.42,49.18,0.03,49.23,0.01,1.0089467263115086,0.01831104389331085,1.007921998781231,0.017472242036698574,50.38,0.4,50.82,0.03,50.77,0.01,0.9913419913419914,0.016912255391365108,0.9923182982076029,0.016148244982683073
