Rank,Pollster,Pollster Rating ID,Polls Analyzed,NCPP/AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
102,EPIC-MRA,84,54,no,no,0.0107773328025,B,0.115735045363567,0.7962962962962963,0.2222222222222222,5.469057718912761,5.689511943504002,-0.2155998839846535,-0.5945972458868907,-0.3840742838142684,47,0.1919800778652759,0.4101546190582647,3.96975026527523,0.4665754239193021
103,Polling Company/Global Strategy Group (Hotline Bullseye),255,4,yes,no,0.0186936466241424,B/C,-0.2124617456842096,0.25,0.25,4.294097900390625,3.808016719558901,0.4909355214383134,0.9575147130651566,0.0473755494576945,4,-4.294097900390625,-2.752550264884686,3.15546352046416,0.2005286905231236
104,NPR,222,3,yes,no,0.0187906392292975,B/C,0.0628007749075856,0.1666666666666667,0.3333333333333333,4.715724945068359,5.210355843090765,-0.489776557415816,0.2624936646787062,0.0203155393532452,3,0.811438242594401,0.6736111898270866,2.092172684857494,0.6147136559579165
105,Harvard University,135,1,yes,no,0.0259599162417106,B/C,0.1012598233566302,0.0,0.0,6.831283569335938,5.543205937713233,1.292931972229294,1.037013564768634,0.0153716075933749,1,6.831283569335938,1.583333333333333,2.5,2.439576681812079
106,Rasmussen Reports/Pulse Opinion Research,277,748,no,no,0.034939605456722,B,-1.466656728993862,0.7814171122994652,0.2794117647058824,5.124549337886871,5.499760509362544,-0.3703568308690899,-0.0448965087539173,-0.0429351062370877,609,-1.546923927094157,-1.259056324888526,4.632534083773963,0.0693719585641567
107,Harstad Strategic Research Inc.,134,11,no,no,0.0397295118765566,B/C,0.617120123267614,0.7727272727272727,0.0909090909090909,3.71497240933505,5.669405626106609,-1.949578876164969,-1.649749559329973,-0.3802153345477424,11,2.677676460959695,3.614009769879855,5.24202705227114,0.0144037048440678
108,University of Illinois at Chicago,352,1,yes,no,0.0413190733537317,B/C,-0.1568976460641931,1.0,1.0,14.09693908691406,5.544373067504281,8.557420360016371,5.885395861681104,0.0655039190536681,1,-14.09693908691406,-5.111111111111111,,0.0
109,Opinion Savvy/InsiderAdvantage,243,140,no,no,0.0430876567634524,B,1.134172436865841,0.6678571428571428,0.3571428571428572,6.636673082624163,6.63630015324382,0.005227269986932,-0.001721821588002,-0.0014314655806875,63,1.515061544993567,-0.4339651302440422,5.842477416317707,0.0
110,"North Star Opinion Research/Ayres, McHenry & Associates",233,9,no,no,0.0504356796517282,B/C,-0.5912618270888067,0.9444444444444444,0.2222222222222222,4.970684263441298,6.491519398164647,-1.515980794116761,-2.929827124984147,-0.5843972775454493,7,-3.121360778808594,-4.666666666666667,4.414213562373095,0.3295715813110982
111,CNN/Opinion Research Corp.,37,103,yes,no,0.0524343084910431,B,-0.0417071860793513,0.7378640776699029,0.2524271844660194,5.555428514202822,6.127109926458443,-0.5668270716490319,0.0863242342354958,0.0657567294399635,71,-0.0620621694645412,0.1710135668725464,4.914145789854601,0.1126277762206029
112,Harper Polling,132,14,no,no,0.0532142634898178,B/C,0.4813360855681433,0.7857142857142857,0.1428571428571428,3.74915885925293,5.637929723046637,-1.883916523187118,-0.9728707779115372,-0.3676020560722559,11,1.475977117365057,-0.7397462573945109,4.419007504327381,0.4229926231162012
113,University of Arkansas,345,8,yes,no,0.0894898074870736,B/C,0.5707628581405555,1.0,0.125,6.495942831039429,5.212411798800342,1.288385372845676,0.8064343901162643,0.2051331123912655,7,2.752563749040876,-4.88392869404384,6.9375,0.0
114,Clarity Campaign Labs,52,12,no,no,0.1030683156366483,B/C,1.125647983043073,0.5416666666666666,0.1666666666666667,3.510533014933268,4.635695564395752,-1.120308208855895,-1.071911308359979,-0.3449217581609216,12,3.498169581095377,1.098717960991697,2.634383123322027,0.3971380059273483
115,Magellan Strategies,179,18,no,no,0.1035523858765678,B/C,-0.4776541252787224,0.9444444444444444,0.3333333333333333,6.506266805860731,6.063859171475669,0.4472619749916513,-0.2990168739268659,-0.1227934716392558,11,-1.76110146262429,-4.2279328028361,6.207724546209279,0.0
116,Starboard Communications,316,4,no,no,0.1274346382177961,B/C,0.374046740297524,1.0,0.0,2.159484386444092,5.083658222124731,-2.91931949507405,-6.562266283829818,-1.143598075117469,3,2.83880869547526,-5.112361537085639,14.37580641278399,0.0
117,Gravis Marketing,124,153,no,no,0.1293244318018504,B,1.453605099111492,0.7058823529411765,0.3202614379084967,5.225739161173503,5.165997143657467,0.0645963581226266,0.1050020355552562,0.091404214670689,124,1.718738925072455,-0.0742539108877049,4.254951041714478,0.0042872779483457
118,The Kitchens Group,664,1,yes,no,0.1322986317253363,B/C,0.2585877357845111,0.0,1.0,11.37808227539063,6.271495277910399,5.111441338086816,7.07727048733797,0.1608439196131968,1,11.37808227539063,12.5,,0.0
119,Data for Progress,522,73,yes,no,0.140218339878291,B,3.339741873872823,0.773972602739726,0.4246575342465753,6.634929578598231,5.665492615618223,0.9742913035865972,0.1685872306374833,0.1351924338388511,42,4.777564820789156,0.763076297843122,4.063613611005019,0.1090263606499889
120,SEA Polling & Strategic Design,302,12,no,no,0.1451600955110219,B/C,0.5545560229747505,0.8333333333333334,0.0,3.021411736806234,5.603694830321737,-2.577428752908915,-1.201709097646268,-0.3328360521905492,10,2.169110870361328,0.0115923127490971,3.751690993240957,0.3988726134857696
121,Spry Strategies,508,5,no,no,0.1510535317674696,B/C,-0.4597777031608106,0.8,0.8,9.491231155395509,6.36591430356789,3.130171192434207,-1.309671563957201,-0.2817604637837424,2,-4.835419654846191,-9.453224503096711,13.78226443376999,0.0
122,Ward Research/The Honolulu Star-Advertiser,375,15,no,no,0.1511211430834034,B/C,-0.4059751230387894,0.8,0.3333333333333333,5.849984232584635,5.784769724457165,0.0700688487340593,-1.164893858867452,-0.3423701519998299,15,-1.381305948893229,4.183333333333334,3.857677038939983,0.4894641420330041
123,Mellman Group,205,26,no,no,0.1520480746988814,B/C,1.746657827030764,0.8269230769230769,0.1153846153846154,4.490122281588041,5.184555974988902,-0.6895793527942712,-0.3493463202353861,-0.1610423784242387,26,3.788993248572716,5.262387912805107,4.306543304829863,0.3034553912964162
124,Strategic National,318,4,no,no,0.1543586758086807,B/C,0.4398194325814016,0.375,0.25,3.024273872375488,5.346863823211337,-2.317735610229259,-3.108772776530754,-0.5143730311959864,4,2.658185005187988,-4.752777735392253,5.38876275643042,0.0146684532680748
125,Ohio University,237,2,yes,no,0.1591715359092751,B/C,0.3488958471434552,0.5,0.5,8.756826400756836,5.068121585103855,3.69355915625957,4.872969650857947,0.1941524014103431,2,8.756826400756836,8.1292410833495,8.507804121881106,0.0
126,Victory Research,437,11,no,no,0.1606736875907723,B/C,0.3170668221454945,0.9090909090909092,0.3636363636363636,6.008824608542702,4.960331774427822,1.053347174721469,-0.4083780092122424,-0.1426449226854447,10,1.003410911560059,-1.35357224146525,4.988767384375763,0.0348571992873492
127,Winthrop University,386,2,yes,no,0.1711058354640243,B/C,0.0061413156523676,1.0,0.5,12.02864551544189,7.058343476577327,4.975156379471157,2.219962263503816,0.2002199151860212,1,0.178802490234375,-1.166666666666667,3.625,0.2749465506935191
128,Yankelovich Partners Inc.,390,7,yes,no,0.1762504140293043,B/C,-0.0382907746033507,0.5,0.5714285714285714,10.17622865949358,7.449670633024032,2.73141236707614,2.538778596444412,0.2086456842966096,3,-1.088362375895182,-1.833511944593351,4.329685523570529,0.2251756637197322
129,Middle Tennessee State University,208,5,yes,no,0.1841976417493187,B/C,0.5520228368341119,1.0,0.6,9.306238555908203,6.189826948219094,3.121265948295698,1.581817502443504,0.2252081836044526,4,4.588798999786377,-6.125,4.414213562373095,0.2284261316336307
130,St. Norbert College,313,12,no,no,0.2008059463973449,B/C,-0.0109146689642649,0.875,0.0833333333333333,4.796833038330078,6.029303755886158,-1.227616376949491,-1.042018643054396,-0.2542176501342202,11,-0.0496240095658736,1.500361373121844,5.274291885177433,0.215817448994672
131,CVOTER,40,6,no,no,0.2074642111036509,B/C,-0.2389402614864285,1.0,0.0,1.865321477254232,3.741884229672774,-1.871708411811952,-1.434479972329097,-0.2610489329781672,6,-1.312991460164388,-0.3925210524768365,3.221708933333288,0.0037679274717715
132,Hendrix College,138,16,no,no,0.2125062490338201,B/C,1.285739969520104,0.9375,0.5625,7.155205965042114,5.760620306055093,1.39943999959361,-0.1630797025130941,-0.0598624910525482,15,3.654452260335286,-2.656944260773836,,0.0
133,Optimus,245,19,yes,no,0.2176788044997423,B/C,-1.117009354017847,0.8421052631578947,0.631578947368421,7.233441904971474,5.350868055476922,1.887428190101142,0.8914593771203826,0.4110527587988255,16,-2.699467897415161,-3.307204778863009,6.255169107607781,0.0
134,GBAO,109,12,no,no,0.2203111677535956,B/C,1.479041192353375,0.7916666666666666,0.25,5.452708562215169,5.611396884510587,-0.1538339816888291,-0.2625917060492124,-0.0974839426861965,12,3.984081268310547,3.627154042170042,3.988812036885472,0.1342054634653038
135,Glengariff Group,117,11,yes,no,0.2224727202504899,B/C,0.7204900844657204,0.8181818181818182,0.3636363636363636,5.300437233664772,5.592308861686994,-0.2870172874156318,0.7053953000278429,0.2219701410628892,10,2.378857421875,2.724774344433477,4.13841022737519,0.4411548128416278
136,ROI Rocket,554,3,no,no,0.2234285714285715,B/C,,1.0,0.3333333333333333,2.599483489990234,8.232182047700974,-5.62784421710415,-5.238768298462158,-0.7483954712088796,0,,,4.0,0.4249855547435774
137,Cardinal Point Analytics (CardinalGPS),591,3,no,no,0.224718970036331,B/C,-0.3554905482700892,1.0,0.0,2.488433837890625,4.54301327063627,-2.049725092139056,-1.990967209745684,-0.2844238871065263,3,-2.488433837890625,-7.321529435918518,7.266176789875896,0.0
138,Pan Atlantic Research,249,17,no,no,0.2377477215300939,B/C,0.7574779155386769,0.9411764705882352,0.2352941176470588,6.268916186164407,6.081014144731148,0.1927563820398495,-0.2843979661130155,-0.0895910708755155,15,2.647677993774414,1.376905109466068,7.30000114440918,0.0
139,University of South Alabama,361,9,no,no,0.2390427125467455,B/C,-0.4270172343358059,1.0,0.1111111111111111,3.683771345350477,5.098838933470263,-1.410213247513195,-1.91859403625147,-0.2769230134479074,9,-2.958485497368707,-0.8229166666666667,5.744313994368434,0.0580934133217054
140,Strategies 360,321,9,no,no,0.2422163877128761,B/C,1.421533554644307,0.6666666666666666,0.2222222222222222,5.857921600341797,5.570875705055731,0.2919002358926544,-0.4192802021357459,-0.1272913004310815,9,4.682337866889106,0.2282407619335033,3.622497581846635,0.0991578998611475
141,RRH Elections,274,9,no,no,0.252404032823645,B/C,0.4858699786980575,0.8333333333333334,0.2222222222222222,4.217260148790148,5.555821995380273,-1.333707505983536,-1.249068238111956,-0.3462611766241897,9,1.752679189046224,-3.953673428905254,3.888251871823019,0.8347469576668479
142,Insights West,151,9,no,no,0.2538491059172749,B/C,-0.1131277768133897,0.9444444444444444,0.0,2.45503913031684,4.639068437529775,-2.179174966606345,-1.694811304753787,-0.4613475285323269,8,-0.453394889831543,-0.9934361641541188,3.120698850743814,1.258770957388996
143,"University of Nevada, Las Vegas Lee Business School",609,5,no,no,0.2604786172823264,B/C,0.1809057152789572,0.6,0.2,3.195565032958984,5.426599648891894,-2.226180275326319,-1.062737337696629,-0.2310298560210063,5,0.8321662902832031,0.7062503337860108,4.057142530168806,0.2809389771953303
144,Morning Consult,218,66,no,no,0.261043316912064,B,2.920609137490698,0.8333333333333334,0.5303030303030303,4.486910039728338,4.316107631936749,0.1756567483981795,0.2602110381036971,0.2030533947586488,66,3.742733464096532,0.1526781997972775,2.98245856099305,0.0
145,Remington Research Group,279,43,no,no,0.2642897009964653,B,1.781602967307602,0.7209302325581395,0.4186046511627907,5.384396841359693,4.293254222450261,1.095996959516021,0.2644414713430218,0.173530986701008,42,2.750752676100958,-1.470989094996343,4.615157539084379,0.0
146,Dan Jones & Associates,70,42,no,no,0.2660904579794332,B,0.9436845309851456,0.9523809523809524,0.1666666666666667,6.009996141706194,5.934434028306922,0.0804164540058607,0.2678409226956416,0.145774918798337,36,1.895715607537164,-1.712228741464027,9.45257682082882,0.0
147,Market Research Institute Inc.,186,11,no,no,0.2883837372784128,B/C,0.0988550591203688,1.0,0.2727272727272727,4.200706481933594,5.203628818713973,-0.9980679961737898,-1.723606437434558,-0.2635927690693167,11,0.6464032259854403,0.3711111492580839,5.071841119416734,0.3496453085924283
148,RBI Strategies & Research,271,4,no,no,0.2909029756979314,B/C,0.3606007321116089,1.0,0.0,2.368895530700684,5.377189597858191,-3.003439726550918,-1.395041023732948,-0.2176161786109427,3,2.516201019287109,3.802380770728702,5.136646549690034,0.0849233300678187
149,East Carolina University,523,11,yes,no,0.2983267913189318,B/C,1.595381223238432,0.6363636363636364,0.5454545454545454,8.97020062533292,5.677284900575867,3.297770065363641,0.962521165359518,0.3650942351363688,8,5.184988975524902,0.2522740556978051,3.575512006888751,0.2527040117540297
150,Ogden & Fry,425,3,no,no,0.3001234758833004,B/C,-0.0130636356899012,1.0,0.0,2.535954157511393,5.944371449213182,-3.403562951095199,-3.96749256953032,-0.4672144749284703,2,-0.2278366088867188,-5.816668192545573,5.950001525878906,0.0
151,Riley Research Associates,290,7,no,no,0.3074442208645212,B/C,-0.0702740521806737,1.0,0.0,2.681526184082031,5.462639974584008,-2.776259449895388,-1.966914782914964,-0.2293968648084062,7,-0.6025499616350446,-1.264285796029227,,0.0
152,Kiley & Company,162,5,no,no,0.3078822293489991,B/C,0.3994022836547365,1.0,0.4,4.352800750732422,5.496475498612677,-1.138820407273666,-1.533021049075753,-0.2084973215471987,5,2.936690521240235,7.015042792426215,5.499278384924339,0.0
153,David Binder Research,578,3,no,no,0.3091073661133812,B/C,0.096672258879009,0.3333333333333333,0.3333333333333333,4.217210133870442,7.210829379443751,-2.988764904966718,-1.400248437206332,-0.200035491029476,1,1.836772918701172,0.6599998474121094,6.41262560450705,0.0
154,"University of California, Berkeley",457,4,yes,no,0.3151056467591002,B/C,0.0443195435297263,1.0,0.75,7.708187580108643,5.584454447447209,2.128587473268023,2.31988120194679,0.3999242802513288,2,0.4698581695556641,4.664999961853027,8.582088739025295,0.0
155,Praecones Analytica,257,3,no,no,0.3212286124688598,B/C,-0.1990078903029578,0.3333333333333333,0.0,1.795216878255208,5.473129376508742,-3.673058157646944,-3.760935854690828,-0.4169167074310298,3,-1.795216878255208,-5.199742801372822,4.881398235057152,0.7616229920472635
156,BK Strategies,20,3,no,no,0.3273159900092489,B/C,0.4063231875307592,0.6666666666666666,0.6666666666666666,3.803844451904297,4.427948959480438,-0.6192501669695522,-2.213302633524329,-0.2453545825213887,3,3.66537348429362,-2.929798049156112,3.271102183887483,0.2682158477098666
157,Civiqs,471,25,no,no,0.3274533126306269,B-,2.927802991867066,0.76,0.4,5.48242561340332,5.09352827863797,0.3937516753719403,0.3731396977246782,0.2169416847236501,22,5.323278167031028,1.472329253885023,5.520112441226815,0.0
158,Garin-Hart-Yang Research Group,113,29,no,no,0.3304158734381752,B-,1.959083005749283,0.8103448275862069,0.3103448275862069,5.900503750505118,5.640044379424337,0.2653137116873695,0.3461745585905003,0.1698422737237103,29,3.993026470315868,4.497608627244601,5.158349718852759,0.0380631231743099
159,Iowa State University,153,3,no,no,0.3420453059425479,B/C,,0.6666666666666666,0.3333333333333333,6.246297836303711,10.63547991170321,-4.384327734792912,-5.024609190012803,-0.5227742401075861,0,,,,0.0
160,Ipsos,154,104,yes,no,0.3421952743450896,B-,1.592525706599351,0.75,0.1826923076923077,4.582377892274123,4.860149538442533,-0.2729173055618214,0.0182809291524002,0.0149901542650309,97,1.954096961267216,0.6117508094780559,3.12818030037829,0.4903602619206709
161,DFM Research,69,10,no,no,0.3459895569589327,B/C,1.515475650193169,0.75,0.4,6.439217758178711,5.624288879464038,0.8197832193212623,-0.5437796796667821,-0.1515633757690232,10,5.437229537963868,3.838333291718454,2.498721330692217,0.4731717688670373
162,McKeon & Associates,202,3,no,no,0.3472626287757798,B/C,0.1940686070137743,0.6666666666666666,0.3333333333333333,2.908102671305338,5.773995098674106,-2.861038086762178,-5.210448699142625,-0.5332140147475531,2,3.034235000610352,0.5928573608398438,12.75257481287512,0.0
163,Research 2000,281,278,no,yes,0.3508719145828048,F,1.268858879698728,0.8812949640287769,0.2158273381294964,5.457386202091794,5.581333865269827,-0.1190933225714433,0.1187426239551961,0.1013265964685532,248,1.513538160631734,1.215816503805117,4.616712737120298,0.2470608456676614
164,Lucid,175,25,no,no,0.3541473843982731,B-,1.923144122786303,0.88,0.32,4.200403137207031,4.485141787554547,-0.2798843097409274,0.4402957548806966,0.2251416132567578,25,3.760975952148438,2.267085901910336,3.834581601635828,0.0
165,Echelon Insights,407,2,no,no,0.3543999999999999,B/C,0.1488210678100586,1.0,0.0,1.488210678100586,5.022068575452601,-3.529003556745426,-3.28584820902155,-0.328584820902155,2,1.488210678100586,-2.832186497240511,3.10272692285871,0.3785494922808028
166,John Zogby Strategies/EMI Research Solutions,583,2,no,no,0.3543999999999999,B/C,0.0338211059570313,1.0,0.0,1.108814239501953,4.114685807989426,-3.001017227880884,-2.668757774072982,-0.2668757774072982,2,0.3382110595703125,-4.016893409628738,4.53855784500827,0.0
167,El Nuevo Día/The Research Office,599,2,no,no,0.3543999999999999,B/C,,1.0,0.0,1.738414764404297,4.743661413535933,-3.000392308525047,-2.252755431561434,-0.2252755431561434,0,,,4.416666666666666,0.0
168,Alabama State University,8,4,no,no,0.354813048295232,B/C,,0.5,0.5,6.384744644165039,9.412257812926748,-3.022658828155119,-4.208478728945152,-0.4202790558249763,0,,,5.0,0.0298356183924002
169,Frederick Polls,108,7,no,no,0.370331414542987,B/C,0.8153998077643643,0.5,0.0,3.650873184204102,4.737125969854708,-1.081398445044017,-0.795073100153267,-0.2091508301011534,6,3.200395584106445,0.2371146105583032,2.939237664711974,0.7499170581479203
170,USC Dornsife/Los Angeles Times,343,10,yes,no,0.3772102066585035,B/C,0.9204266116962064,0.8,0.8,5.216633605957031,4.389563749914563,0.8319241966490576,1.570846139308792,0.5222062482325219,10,2.768730926513672,1.510197427257284,6.713971738964036,0.0
171,University of Washington,364,9,no,no,0.3800481449922722,B/C,0.0532533730961987,1.0,0.0,3.622421688503689,5.063046854146427,-1.435770825036149,-1.191054899146847,-0.2296040934072544,9,0.2762480841742622,3.356217749513037,4.606347677453184,0.7948245687372982
172,Latino Decisions,482,2,no,no,0.381147274344124,B/C,0.230152732447574,1.0,0.0,3.48735237121582,6.998023892727285,-3.505817180904875,-3.421120513867502,-0.3421120513867502,1,4.372901916503906,-2.489285469055176,0.5,1.688593257308742
173,Orion Strategies,246,4,no,no,0.3896180920689654,B/C,0.1061730685778454,1.0,0.25,3.205460548400879,6.358808464901305,-3.148493575893838,-4.259172410081579,-0.3768334955644899,3,1.527838389078776,6.492857124691917,2.666666666666667,0.3487572785930814
174,Tulchin Research,340,3,no,no,0.3967495028002202,B/C,-0.0834851339549489,0.6666666666666666,0.0,3.758841196695963,5.287960358380499,-1.524264821077946,-2.135247734142755,-0.2126782791453226,3,-0.8381741841634115,5.405614937024239,2.891996797437437,0.5482649626219331
175,GS Strategy Group,478,2,no,no,0.3985605216558946,B/C,-0.437889356618411,1.0,0.5,5.118545532226563,6.080013998170813,-0.9566141253376604,-2.701267272389335,-0.2310922469114765,2,-5.118545532226563,-5.806252956390381,,0.0
176,IVR Polls,146,4,no,no,0.3999196421644681,B/C,,1.0,0.25,4.152257919311523,8.539092643493515,-4.381980383575401,-2.930696528475484,-0.2494164273014579,0,,,7.977818519066259,0.0
177,Richard Day Research,287,11,no,no,0.4014517960307858,B/C,-0.4405887038086112,1.0,0.3636363636363636,5.4930551702326,5.325724484158049,0.1721850266811397,-0.6287171747472912,-0.0964872316683623,11,-2.870905095880682,-0.4476785587129141,5.530808907381044,0.0
178,University of Massachusetts,354,11,no,no,0.4059316386698545,B/C,-0.1538409348022615,1.0,0.3636363636363636,6.411165757612749,8.01216059489509,-1.596140496675752,-0.972958332112748,-0.1218348968384141,2,-6.064765930175781,-0.8333333333333339,7.665543245237642,0.0
179,University of Georgia School of Public and International Affairs,350,4,no,no,0.40783038322842,B/C,0.5246314953730709,0.5,0.25,2.959074020385742,4.819615461263455,-1.855687100271123,-1.486505520089792,-0.263551235458236,4,2.959074020385742,0.4448982410582287,2.073838434916397,1.120195635341472
180,MWR Strategies,617,2,no,no,0.410275427724254,B/C,-0.0343067081139238,0.5,0.0,1.786197662353516,4.816119989194961,-3.025067986234856,-1.792315334770503,-0.1571403190141825,2,-0.39129638671875,-3.042161028652905,5.016464085746227,0.0
181,Keating Research,161,5,no,no,0.4115774659102327,B/C,0.1445028223253213,0.8,0.0,2.420847320556641,4.517917228295543,-2.092215567132313,-1.139007483398565,-0.1772226130476071,5,0.928717803955078,2.774069838145422,3.758756290232343,0.5983990116734001
182,MSR Group,178,6,no,no,0.4153592331752826,B/C,0.1043288883051664,1.0,0.1666666666666667,5.407261530558269,5.762207736041764,-0.3500918648769066,-1.68912491721802,-0.1505318801410795,6,1.170679092407227,1.333333333333333,,0.0
183,Maine People's Resource Center,180,14,no,no,0.4159045296029102,B/C,0.1268877269017686,0.9285714285714286,0.2142857142857143,5.755923271179199,4.803206507591379,0.95757110419441,0.3139144266510329,0.1032564065246739,12,0.4145644505818685,-0.9958338207668728,6.716335779629527,0.0
184,OH Predictive Insights,235,7,no,no,0.4170434020782141,B/C,-0.6531998586549802,0.7142857142857143,0.1428571428571428,4.496619360787528,5.834802874919428,-1.333329173525312,-0.2700804289519074,-0.0696944887808915,6,-2.741799672444662,-3.343813371058983,3.664822717550536,0.3845738144231155
185,OnPoint,240,6,no,no,0.4195104486711769,B/C,0.0247740893716518,1.0,0.0,2.569707234700521,5.068054022507265,-2.493492447200155,-1.921803885622261,-0.2069507297089412,6,0.2300593058268229,2.054282395927995,3.48864719924326,0.7445488744159957
186,RMG Research,555,25,no,no,0.4235716826249638,B-,3.492471828017124,0.76,0.48,6.007100372314453,4.656199106200393,1.355755606720648,0.2317904196741725,0.1347618719035887,25,6.007051544189453,0.2064141580260035,2.876574458095805,0.306672874440765
187,Master Image,200,2,no,no,0.425486792621247,B/C,,1.0,0.0,1.163215637207031,9.148190844036044,-7.980120866222423,-6.450210786693455,-0.4949802420996439,0,,,,0.0
188,Douglas Fulmer & Associates,82,2,no,no,0.425486792621247,B/C,,1.0,0.5,5.041962623596191,9.504355831588605,-4.457538867385824,-4.250752548276271,-0.32619686317725,0,,,8.624999523162842,0.0
189,Keating Research/OnSight Public Affairs/Melanson,455,3,no,no,0.4254993434463736,B/C,-0.112109205074789,1.0,0.0,1.932412465413411,4.84802488565374,-2.91075807963374,-1.871559196768958,-0.2579638566620892,3,-0.8133659362792969,0.5753966437445749,2.064001485289123,1.226228374303404
190,Franklin & Marshall College,106,23,yes,no,0.4279359074981099,B/C,0.5073830960855338,0.8695652173913043,0.2173913043478261,6.114802153214164,6.002996384078755,0.1166601097419994,1.104060899282322,0.5034039014384792,20,1.220170974731445,1.145535388367243,4.923448892725063,0.2543480956420943
191,Basswood Research,24,4,no,no,0.4343457605308099,B/C,-0.2108626115923885,0.75,0.5,8.042419910430908,7.189219979778214,0.858054271259283,-1.093209658063048,-0.1147805161981799,2,-8.710025787353516,,,0.0
192,University of New Orleans,358,13,no,no,0.4359643533691773,B/C,0.3304770389901732,0.9230769230769232,0.3076923076923077,5.591800983135517,5.283226298607721,0.3134290251343854,0.3739608014864815,0.1228383209619059,12,1.091541290283203,1.878889080330178,9.540870496982253,0.0
193,CJ&N,63,3,no,no,0.4500784824373211,B/C,0.0932771905456728,1.0,0.3333333333333333,4.423019409179688,7.308646503488428,-2.880772753702151,-3.244320802681246,-0.2228575740703586,1,3.24993896484375,,,0.0
194,Marshall Marketing,196,4,no,no,0.4519125179642489,B/C,-0.212397164185273,1.0,0.0,3.451752662658691,6.163325362506762,-2.706718359241481,-1.507514846342002,-0.1223690859268654,3,-3.065058390299479,-1.328352507960294,,0.0
195,Missouri State University,212,3,no,no,0.452661694231157,B/C,0.3071272553435229,0.6666666666666666,0.0,4.362482706705729,6.31140230716012,-1.944065259847801,-1.98086169407013,-0.1478569754636185,3,4.114629109700521,1.158334732055664,4.099998474121094,0.2591198504872457
196,Financial Dynamics,95,15,no,no,0.4549580514686224,B/C,-0.3469518745512442,1.0,0.0666666666666667,2.941521453857422,4.91220702997542,-1.965831235511408,-0.362446170419581,-0.0931873153007553,15,-1.349447377522786,-1.859637693875078,2.458646647744388,0.620948476868533
197,APC Research,4,2,no,no,0.4550446757982236,B/C,0.1699623547622983,1.0,0.0,2.534235000610352,5.353794251459908,-2.814704910242967,-3.205234956036415,-0.2149639952739889,2,2.534235000610352,0.4023811703636535,,0.0
198,"Fabrizio, Lee & Associates",90,4,no,no,0.4636891018724317,B/C,0.2501784336043184,0.5,0.25,4.573753356933594,5.563214117501117,-0.9846064199609336,-0.6227911300934329,-0.0833447176815853,4,1.869451522827148,-2.922580575430265,3.222222222222222,0.2118632971668584
199,Virginia Commonwealth University,370,7,no,no,0.4749581782835856,B/C,-0.087163255349526,1.0,0.1428571428571428,4.460221426827567,5.036781490020702,-0.5717057225865455,-0.2945046710252905,-0.0636500878046174,7,-0.4032985142299107,-1.391741566216149,4.314236685412268,0.4943286198972069
200,Ragnar Research Partners,517,2,no,no,0.4757084010757188,B/C,0.3257184982299805,1.0,0.5,4.802282333374023,4.923467673449888,-0.1163309994692749,-0.7869159892428119,-0.0786915989242812,2,3.257184982299805,-2.324999809265137,,0.0
201,Research Co.,449,35,no,no,0.4769787054749654,B-,0.94969606405238,0.9142857142857144,0.1142857142857143,4.513995851789202,4.852324778592667,-0.333474586196877,-0.3359545927938091,-0.2158033154751522,34,1.492109130410587,0.450240570258209,3.745042801324442,0.9315119375642282
202,MFour Mobile Research,177,2,no,no,0.4811133034493815,B/C,-0.1644033527150696,1.0,0.5,2.808574676513672,4.216155656972621,-1.40272663985236,-4.391196247839257,-0.2570440414533494,2,-2.808574676513672,5.108332951863607,6.905530131437598,0.0
203,University of New Hampshire,357,122,yes,no,0.4834199274943768,B-,2.352768823189662,0.8483606557377049,0.2622950819672131,5.961604024543137,5.56955014986755,0.3969082152821748,0.5348175869328725,0.4311423888747619,109,2.985096310256818,2.444572968110578,5.444211178734649,0.164882487275349
204,We Ask America,376,56,no,no,0.4866695154302745,B-,-0.9043882774240214,0.8125,0.4464285714285715,6.731526851654053,6.026793678148879,0.7095875141117655,0.6081688735259547,0.3934715739411216,37,-1.679796115772144,-1.629044703856119,5.43529354630518,0.0
205,Zogby Interactive/JZ Analytics,395,477,no,no,0.4914365489964064,B-,-0.6877063507385689,0.7725366876310272,0.3039832285115304,5.542520027240617,5.372256791247741,0.175117576599467,0.5156488912629753,0.466035847541718,380,-0.7811335764433208,0.1102941801144466,5.035142159606,0.0
206,Merrill Poll,206,2,no,no,0.4974766349515035,B/C,,1.0,0.5,8.71716594696045,9.74164143280978,-1.019621145242739,-1.061882438860048,-0.0814873876296605,0,,,,0.0
207,Amber Integrated,556,1,no,no,0.4991578947368421,B/C,-0.0197500931589227,1.0,0.0,0.3752517700195313,5.821665544995738,-5.441559434369617,-4.582240064473633,-0.2411705297091386,1,-0.3752517700195313,-5.399999618530273,6.299999237060547,0.1961096424653417
208,Park Street Strategies,534,1,no,no,0.4991578947368421,B/C,,1.0,0.0,2.407428741455078,8.392593806561234,-5.980310724499566,-3.834212157916771,-0.2018006398903564,0,,,4.939999961853028,0.0
